MAZ,2010 HH
323736,50
323738,38
323742,44
323743,36
323745,20
323746,46
323747,59
323754,49
323758,17
323769,46
323770,58
323772,119
323777,11
323779,0
323780,19
323782,0
323785,0
323789,259
323790,47
323794,21
323801,28
323804,155
323805,38
323807,0
323808,17
323809,27
323810,94
323811,130
323812,43
323813,34
323814,0
323815,1
323817,28
323818,22
323820,33
323822,24
323825,325
323826,30
323828,3
323830,123
323831,28
323832,52
323834,233
323845,5
323847,45
323849,47
323850,37
323852,40
323854,9
323866,48
323873,42
323878,1
323891,22
323902,3
323903,45
323906,43
323907,45
323908,48
323909,71
323912,15
323913,38
323915,31
323919,130
323920,43
323923,34
323930,48
323933,0
323935,71
323937,41
323940,182
323943,40
323953,64
323957,64
323962,28
323963,66
323967,18
323974,116
323975,0
323976,24
323982,43
323986,0
323987,0
323989,41
323994,42
323995,50
323996,0
323997,181
323998,62
324000,38
324002,18
324005,51
324007,60
324015,30
324025,0
324027,48
324032,65
324035,74
324040,27
324041,13
324043,38
324044,0
324046,27
324059,86
324069,24
324070,25
324073,28
324074,34
324078,7
324079,36
324081,36
324082,35
324085,23
324094,1
324098,90
324106,53
324108,37
324109,112
324110,46
324114,52
324117,38
324119,42
324121,66
324122,111
324127,21
324135,64
324136,85
324151,61
324155,59
324160,46
324165,99
324169,34
324172,96
324174,69
324178,17
324181,40
324184,45
324189,51
324191,43
324194,26
324195,29
324197,30
324199,29
324201,32
324202,41
324203,68
324213,30
324217,695
324228,28
324235,150
324236,121
324241,155
324243,0
324258,60
324268,51
324269,29
324270,51
324289,7
324291,16
324293,43
324295,80
324297,53
324299,76
324300,100
324304,51
324305,50
324306,93
324307,64
324309,34
324311,85
324312,28
324315,83
324317,0
324318,37
324319,47
324321,44
324322,43
324323,34
324326,48
324327,29
324329,33
324330,69
324331,42
324332,40
324333,48
324334,20
324336,125
324345,20
324349,1
324350,11
324354,28
324356,122
324360,69
324367,31
324368,52
324370,61
324372,49
324373,36
324375,70
324376,70
324378,74
324379,43
324380,29
324381,15
324382,51
324383,32
324384,49
324385,45
324386,5
324388,93
324389,49
324390,25
324392,24
324398,61
324401,60
324404,62
324409,9
324411,177
324424,26
324425,58
324426,60
324429,38
324430,39
324435,15
324437,60
324439,15
324441,0
324443,37
324444,180
324446,25
324450,358
324451,3
324466,52
324467,9
324468,82
324486,89
324488,63
324489,0
324490,3
324492,320
324494,0
324496,0
324498,0
324501,35
324505,143
324510,46
324511,62
324512,58
324513,44
324514,71
324516,66
324518,63
324519,64
324522,139
324527,73
324531,51
324532,55
324536,29
324538,0
324542,52
324543,3
324547,58
324548,91
324549,63
324554,52
324558,19
324564,2
324565,70
324574,0
324576,0
324578,289
324582,71
324586,1
324590,61
324595,106
324596,28
324599,115
324609,47
324610,32
324611,50
324615,146
324617,38
324618,131
324625,42
324626,31
324628,21
324630,11
324636,8
324637,24
324642,35
324644,54
324647,89
324651,74
324652,38
324661,78
324665,0
324667,39
324673,18
324685,45
324688,130
324689,46
324690,57
324692,132
324696,100
324701,90
324704,25
324710,0
324713,60
324719,56
324724,50
324726,30
324728,37
324730,37
324740,31
324745,55
324764,32
324766,35
324767,28
324769,347
324771,45
324776,3
324778,104
324782,27
324785,22
324788,63
324791,32
324796,20
324799,57
324802,3
324809,0
324810,19
324811,35
324814,27
324816,53
324819,112
324825,32
324826,52
324828,52
324832,35
324833,134
324834,67
324838,32
324839,180
324840,199
324841,50
324849,26
324851,91
324854,100
324856,64
324859,132
324866,87
324867,60
324870,0
324875,26
324876,49
324879,31
324882,22
324888,20
324890,120
324895,35
324899,46
324901,22
324902,9
324904,74
324906,8
324908,44
324912,209
324934,102
324935,1
324938,242
324939,28
324941,40
324943,72
324947,96
324948,0
324949,73
324951,222
324954,37
324958,68
324960,36
324968,126
324978,190
324991,53
324992,70
324993,23
324994,52
325002,60
325005,49
325006,10
325014,54
325015,49
325016,11
325018,18
325022,52
325023,23
325024,66
325029,0
325032,31
325035,772
325038,0
325042,34
325044,92
325046,60
325055,70
325056,48
325059,58
325060,53
325065,24
325066,79
325068,8
325069,88
325071,109
325073,147
325074,63
325076,4
325077,30
325080,149
325082,176
325083,62
325084,34
325094,51
325105,165
325116,161
325121,30
325125,252
325127,36
325128,37
325131,39
325140,54
325142,112
325149,14
325150,0
325153,0
325154,0
325156,200
325158,26
325167,25
325170,1
325172,0
325177,73
325184,0
325185,0
325187,27
325189,18
325190,72
325192,51
325193,55
325194,50
325196,32
325201,70
325202,40
325203,110
325204,0
325209,51
325210,28
325211,52
325214,307
325215,59
325217,53
325218,39
325219,84
325221,29
325223,29
325228,75
325229,16
325230,24
325236,20
325242,69
325246,83
325253,56
325256,24
325258,43
325259,0
325263,0
325266,0
325267,56
325271,0
325272,0
325277,56
325286,0
325288,0
325297,81
325299,21
325303,43
325308,45
325309,38
325311,0
325318,89
325324,272
325327,0
325338,89
325339,63
325341,85
325344,61
325353,41
325358,1
325363,9
325364,50
325370,0
325372,0
325374,36
325382,0
325384,0
325389,187
325391,26
325398,26
325412,29
325414,144
325415,36
325418,0
325420,59
325422,24
325423,48
325424,63
325425,85
325426,1
325430,49
325432,0
325440,181
325447,95
325448,42
325452,44
325455,67
325456,171
325466,115
325473,64
325477,65
325478,0
325481,36
325482,84
325484,89
325485,34
325495,25
325496,90
325497,10
325506,31
325510,56
325525,64
325526,53
325538,16
325539,64
325540,51
325543,21
325549,6
325554,19
325558,60
325566,0
325570,0
325571,153
325576,35
325577,72
325584,37
325590,37
325591,35
325593,9
325598,4
325600,70
325611,28
325627,32
325628,34
325631,37
325633,32
325634,48
325635,52
325636,66
325638,113
325641,1
325649,72
325651,0
325655,50
325656,51
325657,40
325659,32
325661,84
325662,35
325663,25
325664,27
325665,45
325666,47
325668,10
325669,107
325670,45
325672,25
325673,133
325676,19
325677,54
325678,43
325679,24
325680,21
325682,112
325683,50
325684,36
325685,76
325686,23
325695,58
325702,63
325706,112
325707,46
325708,41
325709,39
325710,88
325711,49
325712,110
325713,35
325714,57
325716,31
325722,102
325725,89
325735,58
325736,146
325738,25
325740,35
325742,50
325744,39
325749,58
325757,0
325762,48
325763,48
325770,390
325772,89
325773,20
325775,29
325777,27
325778,65
325796,28
325797,61
325801,34
325805,27
325808,43
325809,62
325813,36
325816,31
325823,0
325827,80
325836,71
325840,0
325841,40
325843,43
325844,44
325846,44
325847,54
325851,0
325852,73
325853,51
325860,39
325865,48
325868,50
325869,0
325871,32
325873,52
325875,53
325876,46
325878,85
325880,51
325881,29
325884,48
325887,32
325893,0
325897,88
325898,72
325899,108
325903,0
325907,61
325911,69
325912,184
325913,40
325920,85
325922,59
325926,68
325929,78
325934,1
325947,26
325948,0
325950,11
325952,1
325953,69
325955,0
325957,35
325959,43
325960,69
325961,3
325962,190
325964,48
325965,48
325966,31
325967,50
325968,43
325970,20
325971,30
325975,44
325982,25
325984,41
325988,84
325992,23
325993,74
326000,6
326005,52
326009,140
326010,73
326035,67
326039,28
326040,27
326041,59
326042,80
326043,97
326047,71
326054,173
326056,24
326058,23
326059,123
326063,31
326068,239
326069,28
326071,29
326073,49
326074,59
326075,83
326076,27
326082,43
326088,46
326089,83
326097,38
326101,57
326112,225
326126,1
326133,0
326134,0
326135,0
326137,147
326146,23
326148,23
326150,3
326159,447
326161,76
326163,37
326165,80
326166,37
326169,0
326173,78
326176,42
326181,0
326185,38
326187,46
326189,59
326192,60
326205,34
326212,45
326213,68
326216,26
326217,63
326221,125
326222,0
326227,369
326228,65
326231,25
326237,71
326240,77
326241,45
326242,132
326243,46
326244,31
326247,26
326248,44
326249,44
326251,90
326252,52
326253,42
326254,63
326255,28
326262,0
326269,25
326270,39
326271,34
326272,42
326278,127
326280,62
326283,60
326285,38
326287,36
326294,0
326295,34
326296,32
326297,33
326306,85
326314,64
326322,28
326325,73
326332,23
326333,0
326335,24
326338,15
326340,130
326345,34
326347,36
326358,179
326359,87
326361,87
326377,25
326379,60
326381,13
326382,10
326383,29
326384,40
326388,0
326393,36
326396,57
326400,106
326404,96
326405,26
326406,64
326411,75
326413,98
326414,32
326421,25
326439,107
326440,30
326441,159
326443,84
326447,27
326454,112
326466,68
326467,33
326475,17
326481,0
326492,27
326501,82
326504,86
326509,74
326514,16
326517,20
326521,45
326522,22
326526,32
326530,30
326531,17
326536,69
326537,30
326538,37
326545,28
326548,171
326552,71
326558,27
326559,94
326560,45
326570,41
326573,0
326583,88
326584,37
326587,49
326588,14
326591,167
326607,60
326609,32
326611,31
326615,93
326616,39
326620,0
326621,256
326624,119
326626,22
326628,93
326633,116
326636,157
326637,0
326640,41
326643,5
326659,255
326664,68
326667,104
326668,35
326672,49
326674,32
326676,45
326679,82
326681,30
326682,34
326688,36
326693,29
326694,0
326700,37
326701,225
326703,1
326705,48
326707,116
326708,65
326710,32
326711,49
326712,184
326714,19
326715,30
326716,39
326718,0
326719,70
326723,18
326727,174
326728,1
326729,40
326731,27
326733,105
326739,15
326741,0
326745,56
326747,25
326750,37
326751,72
326755,23
326757,7
326776,5
326779,58
326780,31
326785,102
326788,34
326794,106
326796,49
326797,37
326798,33
326799,32
326800,31
326801,48
326803,24
326804,15
326805,175
326806,0
326807,62
326808,0
326811,35
326812,8
326814,309
326815,39
326821,17
326824,58
326831,64
326836,44
326847,15
326849,21
326862,27
326863,20
326864,49
326866,51
326870,32
326872,42
326875,28
326877,26
326878,31
326880,407
326884,116
326892,59
326896,44
326898,0
326901,97
326902,40
326903,29
326905,40
326906,108
326923,30
326924,20
326925,56
326928,43
326930,4
326931,42
326932,27
326940,16
326941,2
326944,61
326946,30
326947,95
326949,8
326951,94
326954,47
326957,0
326960,2
326976,78
326978,42
326979,55
326988,165
326989,54
326996,68
326999,52
327000,39
327001,24
327003,42
327006,44
327009,48
327012,114
327014,105
327015,74
327022,21
327034,90
327053,0
327061,130
327066,31
327067,76
327069,13
327072,33
327081,87
327089,26
327091,84
327092,16
327099,54
327101,180
327109,258
327115,58
327123,129
327130,31
327131,0
327133,168
327134,120
327143,37
327145,49
327152,41
327154,0
327160,78
327162,37
327164,43
327167,78
327168,128
327170,33
327171,35
327173,39
327174,34
327175,97
327179,76
327182,57
327185,62
327186,55
327188,104
327190,74
327193,5
327195,94
327197,151
327198,25
327200,194
327202,31
327205,71
327207,157
327208,100
327211,1
327213,53
327215,33
327216,50
327222,59
327224,106
327226,61
327227,268
327232,2
327234,53
327235,74
327236,43
327239,61
327240,40
327241,51
327244,23
327247,97
327248,23
327250,33
327261,34
327262,76
327278,151
327288,46
327292,75
327299,72
327300,45
327302,0
327303,26
327305,1
327310,39
327314,224
327316,34
327317,139
327318,58
327322,48
327331,33
327332,44
327333,56
327335,71
327337,69
327341,219
327343,45
327344,28
327351,0
327354,379
327357,87
327367,26
327370,41
327372,54
327373,26
327374,29
327376,33
327392,41
327394,0
327396,97
327398,78
327400,39
327411,46
327412,11
327413,45
327415,2
327417,23
327418,20
327420,142
327424,46
327429,27
327431,50
327432,58
327433,51
327434,28
327439,87
327442,33
327446,71
327451,35
327457,61
327459,94
327460,44
327463,85
327468,60
327469,0
327473,0
327482,34
327483,193
327489,80
327490,29
327492,0
327493,14
327497,127
327504,28
327505,397
327507,52
327512,27
327518,40
327520,32
327521,70
327523,5
327525,106
327526,69
327534,0
327535,0
327537,27
327540,0
327543,103
327546,27
327549,46
327550,43
327551,63
327559,4
327560,31
327572,31
327577,0
327579,1
327580,0
327586,42
327588,39
327590,36
327591,47
327597,2
327598,0
327602,30
327604,80
327605,35
327608,90
327610,40
327611,65
327612,65
327615,52
327616,43
327618,26
327619,59
327625,41
327626,0
327627,51
327628,26
327630,211
327644,0
327648,21
327651,40
327652,0
327653,29
327655,86
327657,4
327671,31
327672,57
327675,38
327676,45
327677,24
327682,0
327684,282
327690,37
327710,150
327713,28
327715,37
327717,166
327734,182
327742,23
327743,56
327744,2
327751,9
327760,138
327768,72
327769,33
327770,68
327771,54
327773,14
327777,3
327778,0
327791,24
327797,38
327799,50
327800,37
327801,35
327808,30
327809,1
327811,74
327812,0
327813,485
327814,155
327815,205
327825,59
327826,53
327827,60
327829,62
327832,65
327834,44
327835,48
327840,2
327843,0
327845,73
327859,115
327861,89
327864,147
327867,432
327868,1
327869,48
327872,89
327875,44
327877,49
327878,53
327881,1
327886,89
327889,36
327892,0
327900,87
327906,0
327907,61
327909,72
327910,62
327911,21
327913,61
327914,56
327915,34
327917,31
327919,49
327920,36
327921,40
327925,29
327926,51
327929,60
327931,71
327932,0
327937,65
327949,37
327950,25
327952,3
327957,0
327963,68
327965,75
327971,165
327974,36
327977,130
327983,44
327985,40
327993,18
327998,26
328000,2
328011,0
328018,0
328028,38
328043,35
328044,54
328048,0
328051,0
328053,41
328054,44
328056,48
328070,87
328072,64
328092,29
328096,141
328097,49
328098,35
328100,64
328101,26
328103,113
328106,109
328113,61
328115,62
328116,50
328125,128
328135,30
328136,20
328137,0
328138,100
328148,33
328152,2
328154,80
328159,50
328160,28
328163,0
328166,65
328168,1
328174,39
328177,23
328178,23
328187,2
328188,39
328190,0
328193,0
328194,2
328205,40
328210,25
328213,101
328220,9
328221,42
328223,29
328225,51
328227,30
328229,61
328231,38
328232,138
328234,51
328235,68
328236,32
328238,35
328245,0
328254,62
328257,47
328258,35
328259,189
328266,36
328272,90
328276,103
328283,39
328284,49
328288,26
328293,68
328295,189
328297,130
328298,47
328299,26
328301,219
328303,34
328306,52
328307,27
328311,233
328330,0
328331,39
328335,2
328336,23
328337,44
328338,115
328340,33
328341,23
328344,99
328346,65
328347,28
328365,20
328369,46
328377,0
328384,0
328387,0
328396,50
328397,28
328402,0
328403,28
328412,141
328417,137
328418,258
328419,60
328420,28
328421,56
328439,119
328441,0
328447,0
328450,34
328455,49
328456,26
328460,56
328468,31
328469,77
328471,22
328472,37
328474,49
328477,28
328478,38
328479,28
328480,63
328481,46
328485,50
328488,176
328492,78
328503,32
328505,0
328506,0
328511,69
328515,30
328516,32
328520,29
328521,47
328522,40
328525,33
328526,47
328528,32
328530,57
328531,58
328537,0
328540,116
328544,28
328546,116
328547,26
328551,62
328559,149
328566,0
328567,161
328570,84
328574,37
328575,53
328580,118
328584,96
328587,325
328593,0
328595,35
328596,356
328598,0
328601,63
328604,0
328606,40
328608,0
328616,31
328622,50
328626,0
328629,0
328638,9
328639,45
328640,55
328641,48
328642,71
328643,127
328646,73
328647,84
328652,42
328653,29
328654,42
328655,158
328677,95
328679,32
328680,70
328683,30
328685,28
328686,57
328687,40
328690,41
328692,38
328693,28
328694,34
328695,39
328697,32
328699,35
328700,31
328701,39
328704,30
328705,57
328706,46
328707,11
328711,230
328715,130
328721,93
328723,99
328724,32
328725,130
328727,22
328731,22
328733,58
328734,96
328735,63
328736,154
328739,140
328744,64
328746,166
328750,53
328752,31
328753,51
328758,83
328762,55
328764,22
328799,0
328807,35
328808,43
328809,34
328810,68
328813,1
328814,19
328815,68
328816,0
328817,46
328818,57
328824,63
328826,60
328827,55
328828,30
328832,61
328835,69
328841,38
328857,18
328859,30
328866,31
328867,58
328872,704
328875,21
328881,35
328887,43
328889,0
328895,75
328904,27
328907,44
328911,25
328912,106
328914,27
328921,196
328923,62
328924,35
328925,36
328929,31
328930,0
328931,46
328933,40
328934,74
328937,58
328962,0
328967,10
328968,34
328969,0
328978,0
328983,2
328984,0
328988,77
328996,21
329000,91
329001,68
329002,49
329007,29
329008,43
329009,41
329017,0
329019,0
329025,28
329026,38
329027,66
329031,97
329034,51
329043,0
329045,290
329049,3
329051,0
329053,310
329056,0
329061,0
329063,0
329065,57
329069,556
329071,251
329078,47
329083,256
329086,93
329087,128
329089,34
329091,30
329094,25
329096,56
329097,25
329102,49
329103,19
329105,28
329116,138
329127,15
329128,31
329134,37
329136,34
329142,34
329147,63
329150,202
329151,57
329156,137
329159,56
329160,31
329161,34
329166,113
329182,8
329183,164
329184,0
329185,26
329190,22
329195,71
329196,29
329197,47
329198,89
329201,0
329216,20
329231,36
329235,98
329237,67
329238,7
329239,100
329240,31
329241,49
329243,87
329249,18
329250,50
329251,29
329252,33
329254,48
329256,68
329257,27
329258,63
329259,18
329263,56
329265,0
329266,32
329268,56
329269,21
329270,24
329276,15
329293,37
329298,33
329299,52
329302,64
329305,15
329307,59
329308,39
329312,0
329313,0
329314,0
329315,193
329316,85
329317,61
329319,52
329320,34
329322,25
329323,176
329326,43
329335,171
329337,50
329343,20
329345,121
329346,51
329350,73
329351,46
329352,35
329354,24
329355,43
329356,50
329364,1
329365,47
329366,43
329371,32
329372,10
329374,207
329383,193
329384,10
329387,0
329388,114
329392,55
329397,55
329405,39
329409,31
329419,151
329420,48
329425,127
329426,43
329428,54
329429,30
329433,81
329435,0
329439,209
329451,0
329466,51
329468,61
329476,97
329483,58
329488,12
329490,36
329496,64
329499,37
329502,88
329512,4
329514,44
329516,52
329520,74
329521,55
329522,27
329523,61
329524,52
329525,40
329526,46
329527,66
329529,22
329530,28
329531,22
329533,27
329534,251
329537,143
329542,326
329543,44
329548,36
329554,56
329558,27
329559,51
329561,31
329562,36
329564,40
329565,30
329573,3
329579,47
329581,75
329582,32
329584,29
329586,0
329588,78
329589,23
329596,48
329597,68
329599,34
329602,32
329604,86
329606,78
329608,47
329609,37
329610,29
329612,26
329614,1
329615,48
329620,34
329622,0
329631,231
329633,38
329640,0
329643,58
329644,81
329645,30
329646,53
329648,11
329652,55
329653,18
329654,63
329655,6
329656,0
329657,264
329659,38
329662,64
329663,106
329666,285
329667,64
329672,88
329673,23
329675,55
329677,30
329678,0
329682,82
329683,17
329684,56
329685,35
329686,86
329688,40
329692,32
329693,73
329697,204
329702,45
329707,5
329708,42
329709,35
329718,86
329721,38
329722,37
329724,18
329726,0
329729,65
329730,88
329731,27
329733,45
329735,49
329742,49
329744,42
329747,27
329751,52
329752,26
329754,0
329755,60
329769,0
329775,33
329779,31
329780,47
329782,58
329783,24
329785,26
329788,68
329794,8
329797,0
329798,157
329800,21
329805,79
329806,37
329807,61
329811,100
329813,50
329816,1
329823,0
329824,251
329825,31
329832,178
329835,58
329841,69
329842,128
329845,52
329850,3
329851,42
329852,102
329853,64
329854,271
329855,26
329856,88
329857,54
329858,100
329859,38
329861,36
329863,46
329869,21
329882,40
329886,12
329896,43
329897,40
329899,0
329900,26
329901,116
329904,56
329907,89
329908,30
329909,38
329911,0
329914,96
329917,41
329918,30
329919,63
329920,129
329921,34
329923,141
329929,33
329931,12
329932,40
329943,165
329953,89
329954,51
329955,41
329956,62
329958,110
329960,48
329974,39
329977,0
329978,22
329982,46
329984,37
329985,128
329986,75
329995,6
329998,36
329999,49
330001,0
330002,58
330003,32
330010,38
330012,101
330013,0
330014,161
330016,117
330017,65
330018,32
330019,35
330025,38
330027,22
330030,27
330031,53
330032,41
330042,309
330049,70
330059,45
330061,1
330063,82
330069,74
330085,127
330086,41
330087,76
330093,83
330094,37
330097,53
330101,30
330103,101
330104,36
330106,50
330107,27
330119,62
330125,42
330128,29
330129,38
330131,24
330135,43
330139,48
330141,58
330142,283
330149,385
330150,0
330151,64
330152,0
330153,0
330155,71
330156,29
330161,23
330166,3
330168,39
330169,22
330176,0
330180,2
330183,0
330185,0
330190,103
330202,0
330205,0
330209,20
330212,37
330213,33
330216,82
330217,56
330219,35
330222,11
330235,10
330237,59
330238,112
330244,0
330246,28
330252,47
330264,67
330265,26
330267,30
330268,0
330270,46
330272,52
330274,21
330278,35
330279,32
330287,19
330291,31
330294,35
330295,27
330298,156
330300,63
330302,56
330303,42
330304,40
330305,92
330306,27
330312,397
330313,0
330324,102
330327,42
330328,30
330329,18
330330,79
330331,36
330333,73
330334,192
330335,53
330337,130
330338,78
330340,108
330341,54
330343,30
330344,31
330345,62
330353,325
330354,39
330356,42
330358,49
330359,39
330361,62
330362,1
330363,29
330366,0
330377,37
330383,28
330390,29
330392,46
330394,51
330395,71
330396,41
330397,12
330400,27
330406,15
330407,33
330408,0
330409,133
330412,69
330414,138
330416,67
330420,436
330423,63
330433,20
330434,2
330435,101
330436,31
330437,35
330438,32
330447,46
330451,47
330453,39
330455,32
330456,27
330458,45
330461,24
330463,22
330464,33
330466,48
330471,62
330473,54
330474,51
330475,67
330477,55
330478,34
330480,31
330481,26
330484,67
330486,0
330487,73
330510,35
330511,38
330514,10
330519,0
330525,28
330533,27
330539,30
330570,10
330571,25
330573,45
330574,129
330575,68
330577,51
330583,69
330584,282
330585,0
330586,37
330591,0
330596,164
330600,56
330601,60
330606,24
330612,35
330614,24
330615,23
330621,0
330622,159
330624,43
330626,31
330628,0
330633,1
330637,16
330638,126
330639,191
330640,56
330643,71
330646,0
330649,64
330654,63
330655,35
330656,19
330658,12
330659,97
330662,53
330663,46
330667,0
330676,135
330678,54
330696,58
330697,28
330698,51
330699,23
330702,894
330703,0
330704,44
330706,45
330708,47
330713,301
330718,67
330725,149
330749,6
330750,91
330753,117
330763,47
330767,127
330768,30
330769,25
330770,36
330775,16
330787,1
330789,226
330792,24
330794,24
330796,108
330801,780
330805,105
330811,38
330820,92
330821,58
330824,94
330825,180
330826,51
330828,81
330835,69
330836,98
330839,1
330843,39
330849,23
330850,14
330852,65
330856,34
330857,50
330858,39
330859,31
330861,71
330870,9
330872,64
330880,48
330885,61
330886,60
330900,41
330901,19
330903,44
330905,41
330910,33
330911,47
330913,157
330914,53
330915,35
330919,30
330921,8
330922,35
330924,30
330925,112
330936,0
330937,0
330939,45
330950,51
330954,57
330955,46
330959,47
330965,53
330966,44
330968,56
330970,42
330971,36
330974,33
330975,47
330976,28
330977,50
330978,27
330982,46
330984,102
330985,44
330988,79
330993,136
331001,68
331009,85
331011,65
331021,213
331023,32
331024,146
331025,25
331026,52
331028,68
331029,19
331032,95
331048,41
331049,57
331050,27
331054,134
331056,0
331059,33
331060,98
331067,274
331084,108
331085,96
331086,72
331087,132
331088,82
331091,10
331093,36
331095,44
331096,40
331097,70
331101,53
331103,45
331104,35
331105,64
331106,69
331110,117
331112,45
331113,27
331122,54
331128,81
331132,48
331136,29
331137,54
331138,38
331139,65
331140,53
331142,38
331143,0
331144,130
331145,158
331146,124
331147,72
331148,73
331149,28
331153,36
331156,54
331157,113
331158,33
331159,67
331161,24
331163,40
331164,27
331177,65
331179,61
331183,0
331184,47
331192,27
331193,49
331194,86
331195,158
331196,75
331202,252
331204,20
331205,33
331213,92
331222,79
331224,0
331225,52
331235,47
331237,36
331241,0
331242,0
331243,34
331244,15
331245,177
331249,6
331252,199
331257,43
331261,85
331262,55
331263,31
331270,82
331273,525
331276,25
331277,42
331278,31
331281,32
331282,42
331284,78
331285,24
331286,30
331287,24
331293,38
331294,39
331295,47
331296,30
331297,172
331303,0
331315,32
331316,0
331320,29
331325,78
331326,29
331328,37
331330,26
331331,54
331332,38
331333,0
331335,69
331336,36
331341,147
331342,27
331344,46
331345,0
331346,112
331349,45
331350,51
331351,30
331352,36
331353,0
331354,32
331360,93
331367,135
331368,21
331373,45
331379,112
331380,20
331381,47
331383,51
331388,0
331393,27
331395,93
331400,62
331403,0
331412,67
331413,155
331414,101
331415,137
331417,46
331424,214
331426,17
331430,88
331431,225
331437,41
331439,42
331441,46
331442,57
331443,183
331444,72
331445,83
331451,51
331474,49
331485,31
331487,28
331488,51
331497,88
331503,25
331505,0
331508,74
331509,5
331520,37
331523,202
331524,46
331533,61
331535,0
331536,108
331538,39
331541,30
331543,46
331544,60
331545,74
331546,71
331549,50
331550,46
331551,23
331554,24
331556,54
331558,6
331565,47
331566,24
331578,29
331590,62
331592,54
331596,56
331598,118
331600,39
331602,22
331603,54
331604,91
331605,70
331607,48
331610,62
331611,75
331612,34
331618,47
331621,12
331623,46
331626,16
331627,44
331630,37
331634,43
331648,140
331663,245
331664,34
331665,33
331666,23
331669,24
331671,0
331674,1
331678,50
331679,183
331685,9
331689,78
331699,164
331709,0
331712,55
331718,34
331721,0
331730,29
331732,6
331736,46
331738,103
331743,127
331744,38
331747,0
331748,0
331757,78
331761,68
331765,131
331766,85
331768,37
331770,26
331771,59
331772,50
331774,53
331775,85
331777,49
331782,25
331783,30
331792,33
331802,25
331804,55
331807,56
331815,37
331816,51
331817,48
331818,44
331821,24
331824,36
331825,76
331826,59
331827,48
331828,65
331829,27
331834,81
331835,6
331836,65
331840,48
331841,39
331857,36
331867,1
331868,0
331872,75
331874,75
331877,82
331878,77
331879,7
331884,33
331892,64
331909,25
331910,188
331912,232
331913,49
331916,82
331917,0
331918,81
331921,43
331922,39
331928,187
331934,306
331935,29
331941,30
331958,6
331961,41
331962,33
331964,40
331965,8
331967,32
331970,39
331971,39
331972,39
331973,102
331974,37
331975,49
331976,39
331979,53
331981,55
332003,83
332004,29
332005,26
332007,56
332011,24
332012,74
332016,20
332017,24
332021,0
332024,11
332025,59
332028,54
332029,48
332031,115
332033,61
332034,2
332052,82
332053,29
332055,167
332056,56
332057,89
332064,42
332067,32
332068,35
332069,41
332070,36
332071,35
332075,356
332081,32
332082,117
332084,22
332085,245
332086,89
332088,37
332092,37
332093,74
332100,157
332104,51
332115,55
332116,0
332118,27
332119,77
332121,83
332123,199
332125,60
332127,0
332130,29
332132,13
332134,12
332136,37
332138,56
332141,71
332157,93
332166,31
332167,88
332170,68
332177,78
332181,81
332188,0
332196,62
332197,86
332198,88
332206,37
332208,30
332209,63
332210,70
332211,91
332214,34
332217,39
332218,53
332219,33
332220,36
332227,93
332228,0
332230,90
332231,78
332233,48
332234,54
332242,91
332257,0
332259,35
332260,38
332262,74
332264,43
332266,0
332270,0
332272,75
332273,59
332275,74
332279,14
332282,197
332283,24
332290,48
332292,28
332321,31
332322,189
332325,45
332327,31
332328,20
332329,140
332330,107
332331,158
332332,27
332339,228
332354,20
332355,0
332358,36
332361,18
332364,687
332365,0
332366,0
332369,30
332373,66
332374,27
332377,55
332378,113
332382,4
332390,0
332392,0
332397,66
332399,119
332404,57
332405,60
332408,45
332409,38
332411,0
332422,53
332423,33
332426,42
332427,49
332428,37
332429,51
332430,44
332431,79
332437,27
332438,24
332440,19
332441,53
332442,5
332443,28
332444,48
332455,49
332457,203
332465,30
332467,45
332468,48
332469,39
332470,59
332471,99
332472,66
332473,29
332475,47
332478,64
332482,39
332484,41
332487,70
332491,35
332492,64
332493,0
332495,49
332496,93
332497,28
332500,36
332502,47
332503,66
332504,24
332505,11
332512,203
332517,32
332528,61
332531,36
332536,0
332539,117
332541,187
332542,66
332543,230
332565,641
332569,0
332570,141
332581,52
332583,32
332602,90
332605,76
332607,73
332609,150
332620,45
332622,42
332623,38
332624,65
332628,75
332632,53
332635,1
332637,49
332640,15
332665,4
332667,33
332668,7
332673,47
332674,45
332676,0
332678,37
332679,15
332680,41
332682,12
332692,77
332696,24
332697,33
332708,33
332712,79
332713,216
332714,37
332715,37
332716,220
332718,35
332719,67
332722,84
332727,34
332733,105
332736,63
332742,94
332744,104
332746,73
332750,31
332751,58
332755,15
332756,38
332758,0
332761,53
332762,44
332765,14
332775,59
332777,55
332786,45
332787,476
332791,45
332794,35
332796,137
332799,2
332800,33
332802,51
332804,82
332808,164
332809,86
332813,43
332814,36
332815,28
332816,31
332817,78
332818,24
332825,0
332830,142
332838,0
332840,124
332841,37
332843,133
332845,32
332846,136
332851,71
332855,35
332858,56
332869,43
332871,52
332872,51
332876,49
332882,43
332885,34
332889,16
332890,41
332891,36
332895,30
332899,36
332902,36
332905,53
332906,35
332912,281
332920,38
332930,0
332933,44
332936,16
332937,41
332940,320
332941,57
332948,62
332956,33
332959,23
332963,17
332982,59
332985,47
332987,22
332992,2
332995,28
333000,29
333002,91
333011,62
333016,24
333017,72
333018,64
333026,72
333029,25
333030,50
333034,33
333042,115
333044,53
333051,55
333053,55
333054,50
333055,18
333058,35
333060,71
333061,42
333062,145
333063,75
333064,101
333065,61
333067,78
333071,109
333072,30
333073,27
333075,93
