MAZ,2010 HH
117573,82
117576,9
117581,30
117582,23
117583,16
117585,61
117586,39
117587,0
117588,55
117589,36
117590,47
117591,28
117592,38
117593,49
117594,38
117595,23
117597,21
117598,13
117600,24
117609,40
117612,0
117616,29
117618,19
117622,54
117624,9
117626,200
117631,37
117633,38
117634,58
117636,14
117637,63
117638,29
117640,8
117641,29
117642,33
117643,291
117644,101
117645,85
117646,45
117647,44
117648,21
117649,24
117652,46
117656,74
117657,27
117660,0
117661,65
117662,54
117669,4
117671,21
117674,0
117675,0
117676,24
117677,37
117678,28
117679,38
117680,37
117682,32
117683,30
117685,0
117696,0
117697,56
117698,56
117701,139
117702,0
117704,283
117706,27
117707,279
117709,43
117710,48
117711,27
117712,7
117713,28
117717,25
117721,123
117723,40
117724,46
117725,28
117727,19
117728,44
117730,35
117731,27
117732,50
117733,10
117734,39
117735,20
117736,41
117737,28
117738,34
117741,61
117743,62
117744,49
117745,37
117747,61
117752,33
117756,0
117764,0
117765,53
117766,92
117767,28
117768,136
117773,27
117775,45
117776,39
117777,0
117779,104
117780,103
117783,32
117785,333
117786,0
117791,46
117793,9
117794,48
117798,43
117799,41
117801,36
117802,22
117803,34
117804,26
117805,45
117807,106
117809,82
117812,8
117817,38
117819,31
117820,30
117821,35
117822,26
117831,0
117833,24
117834,49
117835,51
117839,18
117842,0
117845,26
117847,113
117850,78
117851,47
117854,0
117855,18
117858,52
117859,55
117861,178
117863,0
117865,31
117867,30
117869,110
117870,0
117871,69
117872,0
117874,4
117875,94
117876,53
117878,127
117879,6
117880,217
117883,9
117889,0
117890,41
117891,49
117897,15
117901,88
117902,163
117903,207
117904,332
117905,41
117906,31
117908,73
117911,171
117913,23
117914,423
117915,39
117916,108
117920,161
117922,11
117924,20
117925,55
117927,105
117928,129
117930,21
117932,222
117933,28
117934,64
117937,14
117941,132
117943,173
117947,264
117948,92
117952,32
117954,38
117955,15
117963,66
117964,71
117966,39
117969,36
117971,114
117973,2
117974,34
117978,42
117979,52
117980,40
117981,45
117982,31
117983,29
117984,35
117986,40
117987,39
117989,57
117990,23
117991,73
117992,81
117994,77
117999,43
118000,61
118001,47
118005,23
118007,28
118009,55
118010,40
118011,69
118012,35
118015,338
118019,211
118020,39
118022,102
118026,38
118028,68
118029,38
118031,0
118032,228
118033,168
118034,138
118035,0
118036,47
118037,42
118038,67
118041,182
118043,34
118044,39
118045,62
118046,620
118048,87
118050,0
118052,32
118053,39
118054,42
118055,86
118059,7
118062,120
118064,47
118065,38
118069,54
118074,141
118076,4
118080,40
118081,89
118082,60
118085,1
118088,52
118096,30
118100,30
118105,0
118106,40
118109,77
118110,46
118111,38
118112,40
118113,40
118114,47
118115,39
118116,271
118119,18
118122,39
118129,21
118130,54
118132,0
118133,32
118134,0
118138,9
118142,34
118143,74
118150,160
118152,25
118155,28
118157,276
118158,64
118159,23
118160,56
118164,100
118166,0
118168,0
118169,42
118170,105
118172,46
118173,10
118179,44
118180,23
118181,38
118182,54
118183,20
118184,36
118199,37
118200,40
118201,39
118202,28
118203,34
118204,232
118207,75
118208,51
118211,76
118215,79
118217,27
118218,115
118221,49
118222,50
118223,0
118224,0
118226,57
118227,42
118231,29
118232,89
118233,24
118237,0
118238,149
118241,0
118242,0
118243,63
118246,21
118248,42
118249,52
118250,54
118252,100
118253,36
118254,33
118256,96
118257,15
118259,73
118260,58
118263,75
118265,54
118267,0
118274,0
118276,0
118277,161
118278,32
118279,61
118282,34
118283,39
118284,53
118285,57
118286,42
118287,48
118288,347
118290,28
118291,106
118294,26
118298,0
118301,47
118302,330
118303,1
118305,16
118314,1
118315,20
118316,31
118317,24
118318,112
118320,50
118321,130
118325,27
118327,50
118328,35
118330,102
118331,23
118334,27
118336,47
118343,4
118344,5
118349,0
118356,51
118357,65
118358,49
118359,107
118362,11
118363,0
118364,45
118365,0
118367,0
118370,136
118374,55
118375,6
118378,28
118379,27
118380,28
118381,20
118382,33
118383,46
118384,0
118385,15
118387,30
118390,28
118395,42
118396,62
118397,48
118398,29
118406,231
118409,27
118415,0
118416,47
118418,124
118419,129
118421,47
118426,37
118428,72
118429,34
118430,103
118431,49
118433,47
118434,24
118435,24
118437,216
118439,26
118441,28
118442,156
118443,65
118444,0
118446,18
118447,22
118448,39
118449,18
118450,40
118452,31
118453,31
118455,24
118460,16
118461,41
118462,27
118463,49
118465,77
118467,54
118468,29
118469,29
118470,147
118472,42
118473,22
118475,10
118489,90
118492,40
118493,8
118496,74
118498,91
118500,31
118501,110
118503,51
118504,79
118505,4
118507,67
118508,39
118509,42
118510,46
118511,42
118512,82
118513,26
118514,0
118517,22
118519,81
118520,610
118524,149
118526,33
118529,1
118531,34
118532,57
118534,12
118536,0
118537,0
118539,25
118540,9
118542,44
118544,32
118545,31
118547,18
118548,58
118549,29
118553,2
118563,40
118564,71
118567,28
118570,93
118571,109
118572,29
118574,0
118579,33
118580,612
118586,101
118587,65
118596,0
118597,183
118599,39
118600,16
118602,22
118603,0
118606,39
118609,78
118611,38
118613,56
118614,27
118619,0
118621,39
118622,103
118624,91
118640,56
118641,41
118646,45
118647,87
118648,24
118650,47
118652,35
118653,70
118655,39
118656,84
118657,70
118658,119
118660,46
118661,28
118662,14
118665,54
118666,10
118668,435
118669,28
118670,46
118678,40
118681,49
118682,34
118684,36
118685,33
118688,30
118690,9
118692,0
118693,10
118697,106
118699,194
118700,27
118701,35
118705,0
118706,27
118708,27
118710,32
118711,124
118712,31
118713,39
118714,35
118715,56
118717,0
118723,43
118724,0
118728,3
118732,8
118736,66
118737,38
118739,108
118740,141
118743,26
118744,48
118745,39
118746,30
118747,80
118749,25
118752,3
118756,8
118758,167
118764,0
118767,35
118768,22
118770,24
118771,118
118772,0
118773,0
118774,34
118775,7
118776,38
118777,42
118778,37
118780,35
118781,21
118782,27
118784,0
118785,39
118786,0
118794,128
118799,1
118801,0
118803,76
118806,1
118807,159
118809,59
118811,21
118812,27
118815,24
118816,44
118818,38
118820,91
118822,22
118823,45
118824,57
118825,21
118826,25
118827,28
118830,73
118836,41
118837,32
118838,70
118841,57
118842,22
118845,50
118856,0
118858,27
118862,7
118863,3
118865,47
118871,4
118872,37
118875,63
118876,2
118879,0
118880,55
118881,55
118882,184
118883,44
118884,77
118885,0
118886,55
118887,38
118888,122
118889,29
118890,0
118891,112
118892,45
118894,91
118895,0
118896,85
118897,43
118898,42
118901,38
118904,79
118905,28
118906,51
118907,23
118911,30
118912,78
118913,103
118921,7
118922,22
118924,596
118926,24
118929,523
118931,36
118932,49
118933,30
118934,178
118936,70
118939,38
118941,0
118943,17
118944,191
118945,205
118946,43
118947,39
118948,31
118949,11
118950,59
118951,29
118952,82
118953,61
118954,0
118958,37
118959,71
118962,23
118963,55
118964,0
118965,73
118966,71
118967,29
118968,36
118969,35
118970,105
118971,0
118973,107
118974,1
118976,52
118979,147
118980,5
118981,79
118983,112
118984,105
118985,67
118994,9
119001,74
119002,1
119003,13
119005,30
119008,30
119009,34
119010,41
119013,54
119014,77
119016,3
119017,86
119018,48
119021,95
119022,60
119023,45
119024,45
119025,43
119026,40
119028,27
119029,22
119030,61
119032,244
119034,34
119035,95
119036,146
119039,264
119045,87
119046,31
119047,4
119049,18
119050,119
119052,1
119056,18
119058,128
119059,85
119060,2
119061,1
119062,0
119074,15
119076,24
119079,54
119082,33
119083,78
119084,0
119086,155
119087,63
119088,39
119096,59
119097,71
119100,82
119101,1
119109,32
119110,28
119116,0
119120,0
119121,95
119128,52
119129,0
119131,13
119133,67
119142,83
119143,74
119144,143
119150,45
119151,28
119153,39
119155,8
119161,16
119162,110
119163,209
119167,43
119168,38
119169,12
119170,28
119171,25
119173,36
119174,59
119176,108
119178,76
119181,37
119182,38
119183,23
119184,84
119185,29
119186,21
119188,12
119194,1
119200,26
119201,4
119203,12
119204,20
119205,33
119206,27
119207,53
119208,52
119210,24
119212,31
119213,120
119216,25
119223,414
119227,50
119228,48
119229,48
119230,64
119232,47
119233,36
119235,53
119236,22
119237,267
119239,28
119240,53
119241,51
119246,150
119248,115
119249,185
119251,0
210002,0
210005,26
210008,14
210009,27
210013,4
210017,0
210021,32
210022,0
210025,40
210029,51
210030,28
210031,280
210036,0
210041,11
210043,0
210044,0
210045,1
210046,0
210047,0
210048,658
210050,30
210051,45
210052,61
210053,44
210054,209
210056,109
210057,36
210058,85
210060,28
210061,51
210062,9
210064,26
210066,49
210068,24
210069,22
210070,226
210071,266
210073,322
210074,52
210075,17
210080,32
210083,56
210085,359
210086,44
210089,138
210090,36
210091,40
210092,40
210093,38
210094,0
210095,0
210096,278
210097,1
210099,32
210100,340
210101,54
210102,329
210103,7
210105,2
210106,168
210107,41
210109,0
210112,92
210113,41
210114,19
210117,181
210118,1
210119,0
210120,2
210123,18
210124,341
210126,94
210127,54
210128,88
210131,4
210136,35
210140,28
210141,42
210142,94
210143,0
210145,35
210146,48
210147,62
210150,766
210151,299
210158,148
210160,284
210163,42
210165,393
210176,13
210178,3
210181,12
210187,73
210188,0
210189,0
210191,63
210195,68
210198,0
210200,89
210206,15
210211,11
210214,24
210217,4
210218,43
210223,10
210224,107
210225,33
210226,37
210227,105
210230,108
210231,61
210232,72
210234,253
210239,20
210246,210
210250,0
210252,0
210253,36
210254,29
210255,42
210256,33
210257,37
210258,40
210259,41
210260,37
210261,41
210262,71
210263,69
210264,54
210265,1
210266,20
210267,259
210268,30
210269,22
210270,0
210272,310
210273,320
210274,93
210275,460
210276,372
210278,17
210279,42
210281,32
210282,30
210283,108
210285,0
210286,11
210287,407
210289,194
210290,1
210292,0
210294,41
210295,230
210296,211
210297,101
210299,61
210300,21
210302,54
210304,32
210305,114
210306,0
210308,80
210309,360
210312,230
210313,336
210315,38
210316,37
210317,43
210318,30
210319,25
210321,1
210323,50
210326,5
210327,22
210328,7
210331,23
210332,39
210333,35
210334,22
210342,1084
210343,932
210344,141
210345,35
210346,266
210349,0
210350,69
210352,45
210353,373
210354,70
210355,102
210356,62
210357,56
210358,91
210359,155
210361,628
210364,37
210365,37
210366,43
210367,26
210368,355
210369,46
210370,37
210371,120
210372,124
210373,20
210375,244
210376,95
210377,49
210378,46
210383,30
210384,157
210385,196
210386,53
210387,43
210390,76
210391,44
210394,43
210395,63
210397,26
210400,47
210403,54
210404,44
210405,64
210406,48
210409,290
210410,0
210411,0
210412,0
210413,661
210416,0
210418,68
210419,154
210421,154
210422,93
210424,116
210427,1
210430,182
210431,0
210433,0
210434,107
210436,0
210437,0
210438,306
210439,191
210440,297
210441,280
210442,451
210447,651
210448,8
210450,257
210453,54
210457,0
210458,257
210461,113
210462,8
210463,128
210464,0
210466,56
210467,8
210471,58
210472,118
210475,37
210477,0
210478,0
210481,359
210482,180
210484,85
210486,507
210487,0
210489,29
210490,178
210492,289
210497,573
210500,0
210501,0
210506,56
210508,423
210514,263
210515,165
210516,0
210523,164
210528,86
210529,690
210532,4
210539,81
210541,14
210545,11
210546,72
210547,0
210550,1
210553,5
210554,8
210555,20
210558,1
210559,9
210560,1
210561,0
210564,235
210569,3
210575,62
210584,55
210586,34
210590,152
210596,17
210599,0
210602,43
210603,32
210605,8
210614,0
210615,0
210616,0
210618,1
210622,55
210624,33
210626,280
210627,50
210628,55
210629,100
210630,149
210631,90
210632,890
210633,296
210634,38
210636,0
210638,254
210640,158
210643,45
210644,34
210647,27
210648,136
210649,53
210651,158
210652,10
210653,76
210654,8
210655,65
210659,70
210661,71
210665,46
210666,50
210667,51
210668,89
210669,36
210671,34
210673,1
210674,376
210675,137
210676,297
210677,41
210678,153
210680,417
210682,0
210683,245
210685,303
210689,47
210692,35
210695,104
210698,184
210699,115
210700,55
210701,229
210704,13
210705,0
210706,0
210708,108
210711,696
210714,107
210715,60
210717,0
210724,0
210729,0
210731,147
210732,88
210733,106
210734,59
210735,44
210736,66
210738,27
210739,124
210740,102
210741,49
210742,37
210743,140
210745,163
210746,30
210747,35
210748,0
210749,47
210750,420
210752,643
210754,99
210755,260
210757,194
210758,37
210759,31
210760,338
210761,175
210763,190
210764,36
210765,47
210766,62
210767,16
210769,697
210772,10
210773,178
210774,138
210776,442
210777,44
210779,42
210780,36
210781,29
210783,43
210784,189
210785,43
210786,35
210788,106
210789,26
210790,0
210791,219
210793,27
210794,30
210795,39
210796,107
210797,60
210798,192
210799,100
210800,104
210801,326
210802,65
210804,0
210806,0
210807,0
210809,0
210813,232
210814,244
210815,0
210816,418
210817,1
210821,0
210822,235
210823,0
210824,142
210826,0
210834,56
210835,28
210836,444
210841,73
210842,568
210844,422
210846,13
210848,34
210851,121
210857,0
210858,43
210859,22
210870,67
210871,2
210875,1
210876,270
210877,0
210878,79
210879,81
210880,38
210881,55
210882,19
210884,144
210886,134
210887,36
210888,34
210889,122
210891,23
210892,0
210893,218
210898,39
210900,0
210903,43
210904,102
210905,46
210906,10
210907,101
210908,137
210909,315
210910,0
210912,29
210914,317
210917,205
210919,40
210920,3
210926,77
210928,128
210930,97
210931,41
210934,115
210935,153
210936,0
210937,169
210938,377
210939,222
210940,182
210941,22
210942,45
210945,29
210946,26
210948,33
210949,52
210950,38
210951,44
210953,31
210954,95
210955,19
210956,25
210957,52
210958,29
210959,90
210960,248
210962,268
210964,51
210966,67
210967,176
210968,323
210969,26
210970,43
210978,86
210980,33
210984,449
210987,96
210994,75
210999,0
211002,595
211003,90
211005,51
211007,116
211008,72
211013,29
211016,890
211018,254
211021,0
211025,283
211030,33
211031,105
211033,18
211034,23
211041,15
211047,0
211048,17
211059,1
211063,124
211064,37
211065,22
211067,138
211070,0
211071,0
211072,0
211073,15
211077,7
211078,28
211079,23
211080,3
211081,39
211083,42
211084,165
211087,158
211092,40
211093,214
211094,405
211095,40
211096,24
211097,27
211098,37
211099,36
211100,33
211102,32
211103,380
211104,33
211105,7
211106,27
211107,24
211108,329
211111,30
211113,18
211115,83
211116,44
211117,28
211118,27
211119,30
211121,26
211122,8
211128,299
211129,380
211130,116
211132,56
211133,28
211134,5
211137,166
211140,50
211141,23
211142,178
211143,27
211144,0
211149,30
211150,103
211151,84
211154,171
211155,149
211156,0
211158,0
211159,0
211161,1
211162,402
211167,0
211168,3
211169,82
211172,0
211173,1
211174,0
211175,56
211176,63
211178,182
211179,130
211180,287
211181,47
211182,60
211183,129
211184,23
211185,18
211188,29
211191,83
211192,119
211194,49
211197,40
211198,52
211204,43
211206,83
211207,100
211208,65
211209,183
211210,44
211211,117
211212,19
211214,42
211215,40
211216,0
211217,108
211220,46
211225,207
211226,76
211227,110
211228,29
211229,63
211230,32
211231,102
211232,43
211233,46
211234,55
211235,84
211236,69
211238,109
211239,103
211240,69
211241,43
211245,247
211246,42
211247,26
211248,25
211250,66
211251,32
211252,118
211254,186
211259,0
211260,499
211264,144
211265,0
211273,476
211274,382
211277,0
211278,5
211283,103
211285,218
211287,25
211288,110
211289,70
211290,58
211292,98
211294,281
211295,0
211296,26
211298,58
211299,14
211300,201
211304,52
211306,154
211308,0
211313,278
211314,445
211317,71
211318,646
211319,120
211320,163
211322,330
211327,286
211332,1
211338,100
211339,55
211340,0
211346,4
211352,0
211355,0
211356,1
211357,45
211359,2
211360,5
211362,8
211363,207
211364,51
211374,96
211382,9
211392,16
211396,14
211409,93
211410,73
211412,11
211414,250
211415,0
211417,140
211418,88
211419,46
211420,139
211421,35
211422,101
211424,322
211425,33
211427,43
211428,7
211432,79
211434,104
211435,179
211436,99
211437,3
211438,149
211439,35
211442,287
211443,105
211446,34
211450,0
211457,45
211460,39
211461,43
211462,38
211463,70
211468,23
211469,53
211471,76
211473,198
211474,55
211476,83
211477,55
211478,0
211479,52
211480,28
211481,93
211486,23
211489,62
211490,36
211494,147
211496,351
211497,94
211498,108
211499,195
211502,59
211504,346
211505,36
211507,25
211508,50
211510,27
211512,10
211514,23
211515,76
211516,73
211518,41
211519,26
211520,44
211522,49
211523,83
211524,29
211525,24
211527,127
211529,41
211530,114
211531,129
211532,57
211533,40
211534,147
211535,1
211538,164
211543,587
211545,38
211547,44
211549,56
211551,54
211552,49
211553,29
211554,40
211555,76
211556,312
211561,32
211562,65
211563,91
211564,30
211565,29
211566,29
211568,30
211573,36
211574,47
211575,100
211576,109
211578,377
211580,91
211582,33
211583,42
211584,35
211585,68
211588,100
211589,95
211590,119
211597,45
211598,63
211599,104
211606,0
211607,414
211609,33
211610,431
211611,0
211615,116
211616,193
211619,0
211620,12
211625,124
211626,0
211627,0
211629,22
211632,422
211638,68
211648,46
211652,10
211657,55
211661,1
211665,24
211666,92
211671,36
211675,23
211678,24
211680,30
211681,459
211683,157
211686,0
211687,1
211690,36
211691,0
211692,0
211693,0
211695,0
211696,0
211699,48
211700,172
211702,37
211705,19
211706,24
211709,77
211710,263
211712,88
211713,25
211714,168
211715,116
211716,23
211718,51
211719,18
211721,65
211722,24
211724,38
211725,36
211727,302
211729,470
211731,270
211738,1
211742,54
211743,29
211744,32
211745,182
211747,68
211756,1
211757,45
211763,367
211765,25
211766,26
211767,2
211768,0
211769,36
211770,40
211771,34
211773,117
211775,50
211778,139
211781,36
211783,77
211796,10
211800,61
211805,130
211810,0
211813,0
211817,0
211827,45
211832,48
211834,351
211837,124
211848,0
211850,6
211852,0
211853,113
211854,21
211856,7
211860,54
211861,31
211863,27
211864,35
211865,90
211867,86
211869,119
211870,33
211872,336
211875,107
211876,145
211877,42
211879,23
211880,48
211884,134
211886,0
211888,327
211889,40
211890,0
211892,72
211893,178
211894,52
211895,548
211898,123
211900,46
211901,52
211903,217
211904,25
211905,72
211906,0
211907,31
211909,93
211910,24
211911,78
211912,37
211913,20
211914,0
211916,41
211918,431
211919,382
211920,62
211921,45
211924,0
211925,0
211930,230
211932,412
211933,193
211934,706
211936,224
211937,83
211938,739
211939,0
211942,2
211943,96
211944,16
211945,34
211946,17
211948,181
211951,145
211954,85
211958,36
211959,42
211961,72
211962,65
211964,63
211965,80
211967,73
211968,30
211969,37
211972,265
211973,86
211974,182
211975,84
211976,95
211977,82
211979,24
211984,86
211985,246
211988,89
211989,214
211990,131
211991,75
211992,54
211993,86
211994,59
211995,33
211996,36
211997,184
211998,20
212003,286
212004,301
212005,8
212006,24
212009,83
212010,0
212016,61
212017,26
212022,143
212025,31
212026,93
212027,102
212029,60
212036,348
212043,0
212049,788
212050,25
212057,0
212058,109
212060,95
212061,0
212062,155
212064,15
212068,0
212071,0
212078,0
212081,195
212083,70
212091,0
212092,0
212093,80
212095,95
212096,0
212097,25
212098,0
212103,35
212104,146
212107,26
212108,36
212109,162
212110,50
212111,197
212118,0
212119,0
212127,0
212131,16
212135,41
212136,26
212139,34
212140,140
212146,0
212151,4
212152,32
212156,33
212157,9
212162,9
212164,29
212167,78
212168,24
212171,40
212172,27
212173,24
212176,145
212186,42
212187,27
212188,35
212189,81
212190,18
212191,90
212194,37
212195,29
212196,95
212197,23
212200,18
212201,70
212202,61
212205,9
212206,375
212207,167
212208,55
212209,145
212210,333
212211,233
212214,272
212216,0
212218,254
212222,68
212224,218
212227,244
212231,138
212233,0
212234,39
212235,33
212237,44
212238,240
212239,5
212240,30
212242,4
212245,20
212246,35
212247,30
212248,36
212251,97
212252,291
212256,69
212258,174
212259,83
212262,89
212263,205
212264,367
212265,128
212267,206
212270,37
212271,41
212272,41
212273,190
212275,76
212277,49
212279,222
212281,51
212282,63
212283,148
212284,40
212285,38
212286,24
212288,139
212289,28
212290,39
212291,51
212292,105
212293,130
212295,51
212297,43
212299,28
212301,210
212302,49
212303,27
212307,51
212312,59
212315,1
212316,43
212317,32
212320,129
212321,251
212322,0
212324,50
212325,38
212327,33
212328,81
212329,37
212332,39
212335,35
212336,56
212337,30
212338,31
212343,33
212344,0
212345,33
212347,100
212348,110
212350,3
212353,203
212355,28
212357,115
212358,86
212359,92
212360,166
212361,70
212363,198
212364,58
212365,37
212366,29
212368,29
212370,390
212372,85
212374,2
212376,0
212380,0
212382,0
212386,0
212388,0
212391,54
212394,58
212395,87
212399,0
212406,61
212408,562
212409,0
212416,37
212418,357
212420,85
212422,22
212425,0
212430,0
212432,0
212433,7
212435,0
212437,61
212439,95
212441,62
212445,21
212447,17
212448,54
212456,7
212460,0
212461,12
212465,12
212471,3
212474,1
212477,0
212479,147
212482,152
212483,27
212485,51
212486,42
212487,40
212489,379
212490,0
212495,164
212496,0
212497,20
212498,41
212500,18
212503,114
212504,128
212505,28
212524,10
212525,44
212526,23
212527,26
212528,13
212530,61
212531,291
212533,42
212535,0
212537,124
212538,83
212541,417
212544,11
212545,44
212546,29
212548,33
212549,32
212550,58
212551,54
212552,76
212553,87
212554,38
212555,55
212556,42
212557,0
212558,30
212561,0
212562,113
212565,107
212566,400
212568,39
212569,56
212570,145
212571,41
212572,122
212575,162
212577,22
212579,49
212581,77
212582,747
212585,187
212586,150
212587,29
212588,26
212592,142
212594,121
212595,182
212598,162
212600,125
212601,139
212602,20
212603,55
212605,27
212607,35
212608,185
212609,0
212613,0
212614,109
212615,14
212618,150
212619,49
212621,63
212622,58
212623,64
212625,0
212627,0
212628,95
212632,425
212633,47
212634,61
212635,32
212636,23
212640,70
212641,58
212643,0
212647,95
212648,76
212650,0
212652,0
212653,56
212654,1
212655,225
212656,212
212658,0
212661,1
212667,59
212668,90
212672,23
212673,0
212676,0
212678,126
212685,27
212686,4
212691,45
212693,96
212695,110
212697,78
212699,64
212700,20
212702,48
212704,0
212705,0
212707,1
212710,2
212711,53
212712,5
212714,0
212715,0
212718,17
212720,35
212721,39
212725,71
212726,39
212727,53
212728,0
212730,24
212731,0
212732,24
212733,129
212734,21
212735,23
212736,52
212737,53
212740,37
212742,91
212744,33
212745,31
212746,50
212747,29
212748,57
212749,31
212750,176
212751,153
212752,47
212753,39
212754,58
212755,27
212756,184
212757,26
212758,336
212765,95
212766,26
212767,48
212771,97
212772,173
212773,28
212774,86
212776,0
212777,51
212779,52
212780,69
212783,365
212789,121
212793,113
212794,35
212796,41
212798,101
212799,95
212806,20
212807,61
212809,4
212810,113
212812,58
212813,25
212815,107
212818,17
212819,109
212820,28
212821,82
212825,134
212828,22
212829,36
212831,170
212832,263
212833,45
212834,64
212835,107
212837,9
212838,107
212844,0
212846,126
212847,111
212848,142
212849,152
212850,260
212851,49
212852,35
212853,32
212854,32
212856,38
212859,80
212860,32
212861,167
212862,80
212863,82
212866,63
212876,55
212877,52
212878,55
212879,208
212880,0
212881,283
212882,210
212885,0
212886,147
212887,62
212894,1
212903,1
212908,80
212915,357
212916,0
212917,41
212920,13
212921,33
212925,0
212942,83
212943,35
212948,23
212950,36
212952,37
212953,39
212954,19
212955,28
212957,67
212961,35
212962,35
212964,43
212965,47
212966,40
212967,14
212975,2
212982,156
212984,254
212987,775
212990,21
212991,76
212992,41
212993,36
212994,42
212995,83
212996,45
212998,77
212999,87
213000,103
213005,30
213006,55
213008,11
213009,23
213010,0
213013,6
213014,2
213015,77
213017,47
213018,91
213021,30
213022,12
213023,71
213024,17
213025,0
213026,58
213027,26
213028,41
213029,35
213030,270
213031,0
213032,44
213033,29
213036,24
213037,29
213041,24
213042,43
213046,118
213050,35
213051,230
213056,128
213058,19
213061,40
213062,60
213065,350
213066,33
213068,47
213070,4
213074,106
213075,25
213076,66
213077,301
213081,71
213082,88
213084,71
213086,55
213089,116
213090,178
213091,23
213092,26
213093,21
213096,38
213100,46
213101,116
213102,38
213103,88
213105,26
213106,37
213108,56
213109,236
213110,29
213111,64
213115,55
213117,54
213118,1
213120,44
213123,32
213125,60
213126,30
213127,32
213128,40
213132,609
213140,0
213141,94
213142,161
213145,0
213151,0
213153,330
213154,0
213157,0
213158,45
213167,27
213168,18
213169,133
213170,32
213171,26
213172,170
213182,25
213184,47
213188,47
213193,73
213197,0
213209,0
213212,73
213213,71
213214,0
213215,0
213216,92
213218,59
213219,340
213220,117
213221,51
213222,17
213225,165
213228,144
213229,159
213232,74
213233,43
213234,33
213235,55
213236,85
213238,0
213239,0
213242,215
213245,123
213246,76
213247,78
213248,72
213249,18
213250,0
213251,0
213252,46
213253,75
213255,58
213256,698
213260,53
213261,2
213264,275
213265,495
213267,99
213276,32
213278,36
213279,37
213285,59
213289,289
213290,0
213293,51
213295,22
213303,217
213309,74
213312,207
213316,31
213318,191
213322,154
213325,79
213326,39
213327,311
213328,96
213330,64
213336,0
213341,20
213343,37
213347,0
213353,106
213354,54
213355,0
213357,85
213358,85
213360,26
213361,34
213362,56
213364,83
213365,566
213367,33
213370,108
213375,237
213376,47
213378,23
213380,0
213382,9
213386,93
213387,0
213388,0
213393,0
213394,0
213396,35
213398,492
213400,160
213401,294
213402,280
213403,177
213404,181
213407,12
213408,26
213409,142
213410,329
213412,0
213416,26
213417,127
213419,147
213421,367
213424,132
213426,171
213427,175
213428,160
213432,0
213434,75
213436,441
213437,89
213438,191
213439,174
213441,68
213442,44
213443,48
213447,35
213448,33
213449,85
213451,25
213452,97
213456,42
213457,47
213458,34
213460,139
213462,219
213464,59
213467,41
213468,50
213469,9
213470,81
213477,190
213479,39
213485,0
213490,0
213491,0
213492,1
213496,191
213497,734
213498,140
213501,330
213503,110
213504,19
213505,66
213506,134
213507,107
213513,34
213514,58
213515,65
213516,51
213517,6
213519,49
213524,159
213528,39
213529,38
213530,300
213532,71
213535,102
213538,9
213539,29
213541,28
213542,1
213543,29
213544,1
213546,42
213548,35
213549,59
213550,38
213553,93
213556,41
213557,35
213561,44
213562,23
213564,23
213566,36
213567,10
213568,9
213573,0
213577,27
213579,344
213582,61
213583,64
213585,5
213586,0
213588,25
213589,53
213590,25
213593,82
213594,191
213595,68
213598,23
213599,91
213600,0
213602,0
213603,0
213604,0
213605,159
213608,0
213609,0
213610,68
213611,26
213612,71
213621,472
213623,41
213629,300
213630,126
213631,176
213632,0
213633,162
213634,0
213635,0
213637,43
213638,28
213639,48
213640,914
213641,44
213642,132
213643,70
213644,54
213645,9
213646,153
213647,155
213648,118
213649,60
213650,54
213653,158
213655,66
213658,27
213661,37
213666,92
213670,52
213671,26
213672,47
213673,51
213674,69
213677,110
213679,70
213680,25
213682,105
213683,90
213684,34
213688,33
213691,52
213692,49
213693,54
213694,31
213695,30
213696,39
213700,0
213701,0
213706,1
213712,234
213716,34
213718,35
213719,136
213721,185
213722,34
213727,30
213728,0
213731,1
213738,28
213739,48
213743,19
213746,29
213747,82
213748,58
213753,41
213757,44
213767,200
213769,6
213775,10
213780,0
213781,0
213786,56
213789,46
213791,60
213792,6
213795,45
213797,22
213798,71
213799,31
213801,207
213805,178
213807,131
213813,62
213814,22
213815,40
213816,62
213817,131
213818,26
213819,117
213820,41
213821,36
213822,51
213823,54
213825,46
213830,345
213832,30
213833,29
213834,37
213835,3
213845,65
213846,188
213847,292
213850,169
213854,0
213855,4
213856,0
213858,59
213859,177
213860,85
213861,93
213867,0
213873,47
213874,49
213875,24
213878,36
213879,107
213880,76
213884,31
213885,109
213886,27
213891,46
213892,155
213893,53
213895,147
213896,25
213897,24
213903,9
213905,0
213906,406
213913,83
213925,150
213934,15
213940,99
213943,164
213945,0
213948,286
213949,71
213952,21
213953,32
213954,37
213955,109
213956,31
213957,28
213960,33
213969,300
213971,48
213972,90
213973,322
213974,10
213975,3
213976,71
213977,42
213978,139
213981,41
213982,49
213983,449
213984,124
213988,39
213991,2
213995,0
214002,1
214003,0
214004,87
214007,25
214008,32
214011,34
214012,67
214013,32
214015,0
214017,401
214021,28
214031,36
214033,1
214035,1
214036,21
214037,52
214039,920
214041,77
214043,14
214044,42
214045,50
214047,30
214049,84
214051,77
214056,42
214057,74
214058,390
214059,234
214062,139
214064,118
214065,24
214067,47
214068,88
214069,26
214070,92
214076,213
214079,111
214080,100
214082,38
214084,229
214086,65
214092,84
214093,37
214094,52
214096,27
214097,47
214099,20
214102,4
214110,82
214112,21
214113,135
214115,25
214116,323
214119,86
214120,79
214121,813
214123,109
