MAZ,Total
315566,35
315568,36
315570,35
315572,35
315574,70
315576,35
315577,34
315578,170
315581,34
315588,34
315589,102
315590,34
315591,68
315592,102
315594,34
315595,100
315596,132
315599,18
315600,74
315601,37
315603,132
315604,37
315605,33
315611,74
315616,132
315622,37
315623,148
315624,165
315627,148
315630,108
315632,216
315633,72
315639,36
315643,54
315646,90
315647,54
315649,216
315650,36
315652,88
315653,68
315654,17
315662,25
315663,72
315664,24
315667,48
315670,72
315671,24
315672,24
315673,24
315676,24
315678,96
315680,24
315682,24
315684,48
315685,24
315687,24
315691,24
315693,34
315694,17
315695,34
315697,17
315698,17
315699,17
315701,17
315702,17
315705,51
315706,34
315708,17
315709,17
315710,17
315711,17
315712,34
315715,24
315720,24
315721,24
315725,24
315728,17
315733,136
315737,48
315739,17
315744,22
315746,22
315748,22
315749,22
315750,22
315751,44
315752,22
315753,22
315755,22
315756,22
315757,22
315759,22
315760,22
315763,88
315770,22
315772,88
315780,36
315785,72
315788,36
315789,36
315792,36
315793,36
315794,36
315795,36
315798,36
315799,17
315800,17
315802,17
315803,17
315804,36
315806,36
315807,36
315808,36
315809,36
315812,35
315813,35
315816,66
315824,70
315829,70
315830,35
315832,70
315834,70
315837,33
315838,33
315840,33
315841,33
315842,33
315843,66
315845,33
315846,66
315847,66
315848,99
315850,33
315852,33
315853,66
315854,33
315859,24
315860,24
315865,24
315866,24
315869,72
315872,48
315878,48
315879,48
315881,96
315882,120
315883,72
315884,72
315885,48
315888,48
315891,96
315892,120
315893,24
315894,333
315895,115
315897,34
315898,17
315900,153
315902,17
315903,32
315904,16
315905,92
315907,23
315908,322
315913,32
315923,16
315927,16
315930,144
315932,23
315935,22
315936,22
315940,66
315941,22
315948,44
315953,85
315955,21
315960,21
315961,42
315963,105
315964,21
315965,21
315966,21
315967,21
315970,105
315974,168
315979,35
315983,105
315984,70
315986,35
315987,35
315989,32
315991,32
315992,32
315993,32
315994,32
315995,35
316003,224
316006,70
316009,32
316017,32
316028,32
316031,32
316032,32
316035,64
316036,64
316038,96
316040,23
316044,23
316049,92
316050,92
316051,46
316057,92
316060,69
316068,192
316069,48
316070,46
316071,23
316072,23
316075,115
316077,23
316083,46
316085,92
316086,23
316090,46
316092,46
316093,138
316094,138
316097,21
316099,42
316100,21
316102,84
316103,42
316104,20
316111,60
316115,80
316120,20
316126,20
316129,60
316131,20
316134,20
316138,60
316144,35
316146,35
316148,32
316152,35
316153,70
316163,35
316165,70
316169,32
316170,35
316171,35
316175,35
316177,35
316178,32
316179,32
316181,70
316185,70
316187,70
316188,35
316190,69
316192,102
316200,32
316202,32
316203,31
316206,31
316208,31
316211,31
316212,31
316213,62
316214,62
316217,93
316222,31
316223,31
316226,31
316227,31
316230,34
316231,102
316232,34
316234,31
316235,62
316237,121
316240,0
316252,60
316253,34
316255,68
316265,340
316266,102
316273,90
316280,68
316283,68
316284,34
316286,60
316287,101
316293,120
316298,175
316307,66
316308,99
316312,16
316315,29
316317,87
316318,113
316321,112
316332,32
316334,48
316338,64
316339,32
316340,32
316342,32
316343,32
316345,115
316346,92
316353,46
316354,46
316355,46
316357,114
316359,44
316363,22
316364,22
316367,22
316368,22
316372,22
316373,22
316374,22
316375,22
316376,22
316377,22
316378,22
316379,22
316380,22
316381,22
316382,22
316383,22
316385,22
316393,16
316395,419
316396,44
316398,22
316401,22
316402,22
316407,15
316413,45
316415,15
316416,66
316427,20
316432,40
316433,20
316434,20
316436,40
316437,20
316440,40
316442,60
316443,20
316451,40
316464,66
316467,33
316470,15
316471,28
316473,28
316474,28
316475,28
316477,132
316483,66
316484,33
316486,33
316487,33
316488,33
316490,33
316493,28
316494,56
316495,28
316496,33
316497,33
316499,33
316500,33
316502,56
316503,132
316507,33
316509,131
316512,32
316520,128
316525,32
316526,32
316527,32
316531,32
316533,32
316535,32
316536,32
316537,64
316540,62
316541,31
316542,31
316543,22
316545,22
316546,22
316547,66
316548,44
316549,22
316552,22
316553,22
316554,22
316555,44
316561,66
316562,22
316567,88
316570,110
316571,110
316578,88
316580,110
316586,22
316588,15
316589,44
316590,66
316592,30
316593,15
316594,15
316596,30
316609,22
316610,66
316618,30
316622,20
316625,80
316633,20
316635,20
316639,20
316640,20
316643,20
316644,39
316645,38
316650,38
316651,19
316655,0
316657,32
316659,28
316660,56
316661,162
316663,15
316664,320
316665,32
316666,32
316667,32
316668,27
316671,81
316673,27
316674,54
316676,27
316677,27
316678,27
316679,27
316680,27
316681,32
316682,15
316684,30
316685,15
316686,45
316688,52
316692,96
316693,64
316695,52
316701,52
316702,64
316709,45
316710,30
316712,15
316713,30
316716,31
316721,31
316722,31
316723,31
316724,31
316729,62
316733,44
316735,66
316736,22
316747,44
316750,22
316762,44
316766,22
316767,66
316768,15
316771,22
316772,44
316775,135
316778,22
316779,14
316781,28
316789,66
316791,190
316799,19
316804,57
316809,19
316810,19
316826,32
316829,32
316832,14
316834,32
316835,32
316838,32
316840,26
316846,192
316848,32
316849,26
316850,26
316851,52
316853,26
316854,187
316857,31
316858,31
316864,31
316865,26
316868,26
316869,26
316871,31
316876,78
316880,78
316885,103
316893,62
316894,75
316903,124
316905,50
316907,62
316909,124
316912,50
316913,217
316914,75
316915,50
316916,50
316918,124
316921,100
316925,93
316928,25
316930,90
316932,90
316937,72
316945,90
316948,96
316951,24
316952,60
316954,48
316957,90
316961,48
316963,120
316971,24
316972,24
316974,30
316975,30
316976,30
316977,14
316980,84
316983,14
317001,14
317002,14
317003,14
317005,30
317008,90
317010,90
317011,42
317014,60
317025,60
317026,90
317034,31
317035,31
317036,31
317037,31
317038,31
317039,31
317040,62
317041,93
317043,31
317044,31
317045,30
317047,60
317049,30
317054,22
317055,44
317056,44
317057,22
317058,66
317059,22
317063,44
317065,44
317068,21
317073,21
317075,42
317080,84
317082,28
317086,14
317087,14
317088,28
317090,98
317092,14
317093,14
317094,56
317095,70
317096,14
317098,21
317101,21
317102,28
317103,14
317105,21
317107,21
317115,70
317116,14
317119,14
317120,41
317121,13
317122,13
317124,21
317131,26
317137,63
317144,42
317146,76
317147,19
317149,19
317151,19
317152,19
317154,19
317156,19
317158,19
317162,57
317165,200
317166,72
317169,54
317170,54
317178,18
317183,90
317189,30
317192,60
317194,13
317197,26
317198,24
317200,24
317202,13
317203,30
317205,30
317206,30
317210,30
317212,116
317214,29
317215,29
317217,29
317223,48
317226,87
317228,58
317233,24
317235,29
317237,87
317238,87
317239,30
317240,30
317241,30
317242,30
317243,30
317244,120
317245,30
317246,30
317249,60
317250,30
317255,30
317256,30
317257,29
317259,87
317266,21
317269,21
317270,63
317271,21
317272,21
317273,21
317275,21
317277,42
317280,21
317283,84
317285,21
317286,84
317287,63
317288,63
317293,21
317299,13
317302,156
317303,26
317308,126
317309,84
317311,21
317312,21
317316,39
317318,65
317321,105
317323,21
317325,63
317327,26
317331,63
317334,13
317335,216
317341,18
317343,54
317344,18
317346,18
317347,18
317348,18
317357,48
317358,23
317360,23
317361,29
317362,23
317363,29
317365,29
317366,29
317369,87
317371,58
317372,232
317373,0
317374,0
317378,58
317379,28
317380,28
317381,56
317382,46
317383,28
317386,23
317388,23
317395,46
317398,140
317400,168
317402,28
317403,26
317416,29
317418,29
317419,29
317420,58
317421,58
317428,87
317437,21
317438,42
317440,21
317441,42
317443,21
317445,21
317446,21
317449,21
317451,125
317452,60
317455,80
317456,40
317457,60
317462,13
317464,13
317467,13
317475,13
317484,20
317488,39
317490,40
317491,80
317492,39
317494,40
317500,18
317501,36
317503,54
317510,72
317516,36
317525,56
317526,28
317527,28
317529,23
317531,23
317535,56
317539,112
317541,28
317544,23
317546,46
317557,92
317559,56
317566,46
317568,84
317569,56
317570,56
317574,112
317576,25
317578,115
317580,46
317585,84
317587,89
317588,44
317591,44
317593,28
317595,164
317600,162
317604,132
317610,54
317611,88
317618,36
317619,12
317625,12
317630,12
317632,12
317634,36
317635,12
317637,12
317642,12
317644,12
317647,12
317648,12
317650,36
317652,12
317653,12
317658,12
317662,24
317664,24
317665,24
317667,58
317668,58
317674,58
317676,29
317677,58
317679,29
317680,29
317683,29
317685,29
317687,29
317688,29
317689,58
317691,29
317694,29
317695,28
317696,28
317698,84
317702,28
317705,28
317706,56
317707,56
317711,56
317716,84
317717,112
317718,84
317719,56
317726,22
317731,81
317741,44
317742,88
317744,28
317747,28
317748,28
317749,28
317751,28
317752,28
317753,54
317754,27
317755,27
317757,27
317758,27
317759,27
317760,27
317761,40
317767,120
317769,60
317771,20
317772,20
317773,20
317774,80
317775,20
317779,20
317780,20
317782,40
317784,40
317787,20
317791,40
317792,20
317793,40
317797,20
317798,180
317801,12
317802,12
317803,72
317806,24
317807,20
317809,12
317811,24
317812,36
317817,12
317818,12
317821,20
317822,80
317823,20
317836,60
317839,40
317841,20
317843,54
317850,122
317855,51
317856,34
317860,34
317863,51
317874,21
317878,21
317879,54
317880,27
317883,81
317884,27
317885,54
317888,81
317889,27
317893,27
317894,27
317897,27
317899,27
317901,54
317902,27
317905,27
317907,27
317908,27
317911,27
317912,42
317913,21
317914,21
317917,81
317920,81
317928,27
317930,156
317933,84
317934,52
317935,26
317937,63
317942,54
317944,27
317946,27
317947,27
317948,27
317949,27
317950,27
317951,54
317953,27
317955,27
317956,27
317958,27
317959,27
317962,54
317965,20
317969,20
317974,20
317976,20
317979,120
317984,60
317985,20
317987,60
317994,20
317996,20
317997,20
317998,120
317999,60
318000,20
318001,20
318004,12
318005,24
318009,20
318016,78
318019,57
318023,38
318024,114
318034,17
318035,17
318036,17
318044,17
318065,17
318079,42
318080,21
318081,21
318082,21
318085,104
318088,26
318089,26
318091,26
318096,42
318097,21
318099,21
318100,26
318103,156
318108,21
318111,21
318113,21
318114,40
318116,20
318120,52
318126,48
318127,20
318128,26
318129,40
318130,137
318145,44
318148,27
318150,52
318151,26
318155,104
318158,26
318163,104
318166,38
318167,19
318168,38
318169,19
318170,95
318177,19
318178,19
318180,76
318182,228
318184,19
318191,38
318193,19
318199,33
318202,57
318203,19
318205,19
318208,11
318210,11
318212,11
318213,11
318217,19
318218,11
318220,22
318221,19
318224,19
318228,22
318238,51
318241,34
318242,136
318253,52
318254,60
318255,20
318256,20
318257,26
318258,52
318260,20
318261,20
318262,20
318263,40
318264,20
318265,20
318267,20
318269,52
318273,78
318276,26
318280,26
318282,40
318288,88
318291,44
318292,22
318295,11
318296,11
318300,11
318301,11
318304,11
318306,22
318320,11
318322,22
318339,11
318340,22
318341,11
318342,33
318345,21
318346,26
318352,52
318355,26
318357,52
318358,50
318359,50
318360,25
318362,50
318365,25
318366,25
318367,25
318369,25
318371,25
318374,25
318375,25
318377,50
318378,50
318380,75
318381,49
318382,48
318383,24
318390,24
318394,19
318399,133
318403,38
318405,19
318406,19
318407,19
318408,19
318409,38
318410,19
318413,38
318414,57
318416,19
318418,76
318419,19
318420,19
318421,19
318422,19
318425,38
318426,19
318427,19
318428,19
318430,19
318431,38
318434,19
318435,19
318438,18
318440,18
318444,18
318448,18
318451,342
318454,18
318457,18
318464,18
318465,18
318470,78
318472,40
318473,40
318476,100
318480,10
318491,24
318495,24
318498,24
318499,24
318503,24
318505,24
318506,24
318508,48
318510,24
318513,18
318514,18
318515,18
318517,36
318519,18
318520,18
318521,18
318522,18
318523,18
318525,18
318531,54
318533,18
318536,36
318545,18
318547,20
318548,20
318552,10
318558,54
318560,18
318561,72
318567,40
318573,20
318575,30
318581,60
318584,18
318586,72
318588,30
318591,20
318594,36
318596,18
318599,50
318602,18
318604,72
318606,119
318608,17
318609,17
318611,34
318615,17
318618,17
318620,17
318622,51
318631,51
318636,51
318642,32
318644,25
318645,25
318647,25
318648,25
318649,25
318650,25
318652,20
318653,20
318655,50
318656,40
318657,19
318658,19
318659,19
318662,19
318664,25
318665,25
318666,25
318671,76
318674,19
318676,19
318677,19
318678,19
318679,25
318680,25
318683,25
318684,25
318685,25
318686,50
318687,38
318690,57
318691,57
318694,38
318696,38
318700,38
318702,90
318703,18
318712,24
318714,24
318715,24
318716,24
318717,24
318725,23
318726,23
318727,23
318728,46
318734,18
318738,18
318740,54
318742,18
318752,18
318753,18
318756,36
318760,72
318761,72
318762,90
318764,18
318765,18
318767,18
318769,10
318770,10
318774,18
318784,20
318787,18
318788,54
318789,18
318790,19
318792,36
318800,54
318801,18
318804,80
318806,48
318807,16
318809,48
318813,16
318823,16
318842,48
318845,90
318846,9
318847,0
318850,54
318853,54
318855,50
318856,150
318863,25
318870,25
318875,50
318878,72
318883,50
318887,50
318891,52
318896,9
318898,27
318901,9
318902,9
318906,9
318908,9
318909,46
318910,23
318911,23
318921,23
318923,23
318927,70
318928,51
318933,17
318936,17
318937,17
318938,119
318939,85
318941,102
318943,17
318944,68
318952,34
318953,34
318954,17
318960,34
318962,9
318963,9
318966,17
318967,17
318969,17
318970,17
318972,17
318973,17
318975,17
318976,340
318978,34
318981,18
318984,160
318989,32
318991,25
318996,9
318997,9
319000,25
319002,50
319003,25
319004,25
319005,25
319006,9
319012,27
319013,27
319019,18
319022,9
319026,18
319029,23
319034,23
319035,23
319036,46
319038,23
319039,22
319041,66
319043,44
319044,22
319045,22
319046,22
319047,22
319049,22
319050,22
319051,22
319052,22
319053,17
319054,51
319055,17
319057,51
319062,34
319063,17
319064,17
319065,17
319066,17
319067,51
319068,17
319070,17
319073,48
319075,16
319076,16
319077,16
319078,16
319079,16
319080,16
319084,16
319087,16
319091,32
319096,16
319097,16
319098,32
319101,48
319111,80
319119,96
319120,48
319121,64
319123,48
319129,48
319131,16
319133,112
319143,64
319145,48
319149,48
319157,9
319158,18
319160,48
319164,16
319169,16
319171,48
319173,80
319175,16
319176,16
319179,16
319181,16
319182,16
319183,80
319189,32
319190,32
319191,16
319192,17
319194,25
319200,125
319203,49
319204,120
319206,34
319208,0
319210,48
319211,24
319212,22
319213,22
319214,22
319217,22
319218,44
319226,22
319227,44
319231,16
319233,16
319236,16
319238,32
319239,48
319241,16
319245,16
319246,32
319251,32
319253,16
319257,48
319262,48
319268,9
319269,9
319271,9
319272,9
319273,18
319277,9
319278,18
319280,16
319283,46
319285,9
319288,9
319292,15
319293,15
319296,15
319302,17
319304,24
319308,16
319309,16
319310,16
319312,32
319313,16
319314,16
319321,16
319322,16
319324,48
319328,16
319329,32
319343,64
319353,64
319354,24
319355,48
319356,24
319357,24
319358,24
319361,24
319362,48
319363,24
319365,24
319367,24
319368,24
319374,48
319375,24
319377,24
319378,24
319379,48
319380,24
319381,24
319382,24
319383,24
319385,24
319386,24
319387,24
319388,48
319389,24
319391,51
319395,34
319397,51
319400,24
319401,24
319406,51
319409,72
319412,17
319414,17
319417,22
319419,21
319422,21
319426,42
319429,42
319432,42
319433,42
319434,42
319435,63
319437,21
319439,45
319441,15
319442,90
319443,15
319445,30
319448,105
319449,90
319459,75
319462,30
319467,60
319469,15
319470,30
319473,30
319475,8
319476,32
319477,45
319478,15
319479,15
319480,15
319481,16
319483,32
319488,16
319495,8
319512,16
319513,48
319516,16
319517,16
319519,16
319521,48
319522,16
319525,30
319527,15
319530,105
319531,60
319532,60
319538,30
319539,15
319546,466
319548,23
319549,46
319550,17
319551,23
319553,23
319555,8
319558,8
319560,46
319562,23
319565,23
319566,23
319567,23
319568,23
319569,69
319570,23
319571,23
319572,34
319576,17
319577,17
319584,17
319586,32
319590,69
319607,21
319608,21
319609,21
319611,21
319613,21
319614,42
319620,15
319621,30
319622,15
319626,30
319631,15
319636,75
319637,15
319643,30
319648,15
319650,60
319651,30
319653,30
319655,45
319656,15
319657,8
319658,15
319662,15
319663,15
319664,15
319666,15
319670,8
319671,40
319672,8
319677,15
319680,30
319684,23
319686,8
319687,16
319689,16
319690,8
319691,8
319692,8
319694,15
319701,15
319702,45
319703,15
319712,15
319717,15
319718,15
319719,15
319723,15
319726,30
319729,15
319732,15
319735,45
319739,43
319743,28
319757,42
319764,14
319769,14
319772,14
319773,14
319774,112
319776,42
319777,14
319778,8
319780,28
319782,14
319783,42
319787,28
319791,14
319792,14
319795,14
319803,56
319809,56
319821,14
319824,8
319826,8
319830,14
319835,14
319837,14
319839,14
319840,42
319844,8
319845,14
319847,14
319848,14
319852,7
319853,14
319854,14
319858,42
319859,14
319860,14
319861,7
319862,7
319865,7
319866,7
319867,7
319869,7
319870,14
319871,7
319872,42
319875,14
319877,70
319879,14
319887,56
319890,14
319891,28
319900,23
319907,32
319908,32
319910,32
319916,115
319920,20
319921,20
319922,20
319923,20
319926,20
319927,20
319928,40
319929,40
319930,20
319931,20
319932,20
319933,20
319936,20
319938,20
319939,20
319941,40
319942,14
319944,14
319948,14
319949,14
319953,14
319954,14
319955,14
319956,14
319962,14
319963,28
319964,14
319973,42
319976,28
319978,56
319982,28
319983,14
319984,14
319985,14
319993,14
319999,7
320007,14
320009,28
320010,14
320014,30
320016,15
320019,15
320020,15
320021,15
320024,15
320026,15
320030,15
320034,90
320042,30
320046,90
320047,30
320059,45
320060,23
320061,23
320062,23
320064,23
320065,23
320066,23
320067,23
320068,23
320069,22
320070,22
320079,16
320081,22
320083,22
320085,7
320088,7
320089,32
320090,16
320093,14
320094,32
320096,16
320099,16
320104,16
320118,78
320119,38
320122,57
320123,38
320124,57
320127,19
320128,38
320131,38
320142,14
320143,14
320144,14
320146,28
320148,14
320151,14
320153,14
320156,28
320173,14
320178,14
320180,7
320183,7
320184,7
320185,7
320186,84
320189,42
320191,7
320196,52
320203,26
320205,21
320223,15
320224,15
320226,15
320227,14
320229,14
320234,14
320236,56
320237,42
320243,28
320247,28
320252,22
320255,22
320257,22
320258,22
320259,22
320262,22
320263,66
320266,22
320268,16
320269,16
320270,22
320271,22
320275,16
320278,16
320279,16
320280,16
320281,16
320282,16
320293,22
320296,16
320298,60
320310,7
320318,19
320319,19
320321,19
320324,19
320331,65
320334,52
320336,13
320337,13
320340,13
320341,13
320342,13
320349,13
320353,13
320362,13
320372,13
320373,13
320375,13
320380,7
320381,44
320384,13
320385,13
320388,65
320391,7
320395,7
320398,26
320401,44
320402,66
320404,22
320408,22
320413,13
320418,13
320426,13
320430,7
320431,7
320436,39
320438,13
320440,13
320442,14
320448,7
320449,19
320450,12
320451,13
320453,6
320460,6
320462,13
320463,13
320464,13
320467,52
320469,39
320473,6
320475,24
320479,13
320480,26
320483,6
320484,6
320493,6
320495,6
320497,6
320501,6
320502,6
320504,13
320506,6
320508,36
320509,6
320510,6
320512,26
320515,13
320519,13
320522,13
320524,13
320526,13
320529,6
320530,6
320531,6
320533,13
320534,13
320542,6
320546,12
320548,17
320550,5
320555,10
320559,30
320560,5
320561,13
320562,5
320564,13
320565,13
320577,13
320579,26
320585,26
320587,5
320601,20
320606,15
320607,20
320613,26
320622,39
320623,26
320631,10
320632,15
320636,75
320642,15
320643,22
320650,176
320651,214
320654,37
320655,18
320656,18
320660,36
320661,18
320663,36
320664,18
320667,18
320668,18
320672,18
320675,18
320678,18
320680,13
320681,13
320685,13
320687,13
320690,13
320691,39
320692,13
320693,13
320699,39
320703,26
320705,26
320706,52
320707,61
320719,5
320722,12
320724,10
320726,5
320728,12
320729,12
320730,5
320731,12
320732,24
320733,4
320736,4
320739,4
320742,36
320745,4
320747,12
320755,28
320758,14
320761,98
320770,154
320773,14
320779,14
320782,42
320786,28
320788,14
320792,14
320793,14
320795,14
320797,21
320800,4
320802,4
320804,4
320805,4
320806,4
320809,4
320810,21
320813,21
320816,15
320822,4
320823,30
320824,15
320826,15
320829,15
320832,30
320836,44
320842,8
320843,10
320847,3
320848,3
320861,18
320863,36
320864,18
320867,36
320872,36
320873,35
320874,34
320879,12
320885,12
320899,36
320911,3
320912,6
320916,3
320923,12
320925,12
320935,14
320936,14
320937,14
320939,14
320941,13
320942,13
320943,13
320944,13
320946,13
320951,52
320952,26
320962,65
320968,15
320969,59
320972,14
320975,21
320976,21
320978,21
320986,3
320988,14
320990,21
320997,14
320998,14
320999,14
321000,14
321001,28
321006,42
321009,42
321016,28
321020,3
321021,6
321026,12
321027,6
321038,9
321039,9
321045,17
321049,17
321050,17
321051,17
321053,17
321059,17
321061,17
321062,17
321063,17
321065,17
321067,17
321068,17
321069,17
321071,32
321072,16
321073,16
321074,16
321075,16
321076,16
321077,16
321078,16
321079,16
321081,16
321082,16
321083,16
321084,16
321085,32
321087,15
321088,3
321091,12
321092,12
321093,9
321094,48
321095,36
321096,12
321104,48
321108,12
321110,5
321112,2
321116,12
321118,12
321121,12
321126,2
321127,4
321134,2
321137,12
321139,12
321142,12
321143,60
321145,8
321147,12
321151,2
321153,4
321158,4
321166,2
321167,2
321177,12
321179,24
321186,13
321188,13
321193,13
321196,13
321201,26
321208,104
321210,13
321213,13
321217,26
321218,13
321221,26
321222,26
321223,65
321224,13
321227,13
321228,13
321229,65
321232,13
321233,13
321234,13
321238,13
321240,13
321241,13
321242,26
321245,13
321247,13
321248,12
321252,12
321256,12
321258,36
321260,24
321261,36
321262,48
321263,96
321264,12
321265,12
321267,12
321268,12
321269,12
321271,12
321274,12
321275,24
321282,24
321284,48
321285,12
321288,24
321290,36
321293,36
321297,12
321299,12
321302,60
321304,12
321309,36
321311,12
321314,24
321317,12
321318,12
321322,12
321324,12
321334,36
321338,57
321342,11
321350,11
321355,33
321358,22
321368,44
321369,11
321373,11
321396,55
321403,11
321409,66
321412,44
321413,55
321415,11
321422,44
321427,11
321430,21
321431,4
321433,14
321437,14
321441,21
321443,0
321450,21
321453,21
321454,21
321459,21
321463,13
321465,13
321466,13
321471,4
321472,2
321476,13
321477,6
321481,21
321483,42
321484,21
321490,21
321492,13
321495,13
321496,13
321500,13
321502,26
321503,13
321504,26
321506,21
321507,21
321508,42
321509,21
321510,21
321511,21
321515,21
321516,21
321517,21
321519,21
321520,42
321521,21
321522,21
321527,21
321529,21
321530,21
321531,21
321532,21
321533,21
321534,52
321535,13
321541,12
321545,21
321549,2
321550,2
321553,20
321554,20
321558,20
321559,20
321564,20
321565,20
321568,20
321571,20
321572,20
321574,20
321579,12
321580,12
321582,12
321583,12
321585,4
321589,12
321596,12
321601,20
321603,20
321607,20
321608,20
321612,20
321613,0
321616,12
321621,0
321622,24
321623,24
321624,24
321627,48
321635,20
321637,20
321638,20
321640,20
321643,40
321645,20
321646,20
321647,20
321648,20
321649,20
321651,11
321658,40
321659,40
321660,40
321661,20
321662,20
321663,20
321664,20
321665,20
321666,20
321668,20
321670,20
321671,20
321672,60
321673,22
321674,11
321677,20
321683,20
321688,11
321689,20
321690,40
321692,20
321693,20
321695,20
321702,4
321709,24
321711,8
321719,2
321720,12
321727,12
321737,24
321738,24
321742,3
321745,2
321758,3
321767,12
321773,2
321774,1
321786,48
321790,32
321791,46
321792,15
321795,15
321801,15
321802,30
321804,30
321808,15
321812,45
321815,30
321817,28
321818,28
321819,28
321820,28
321821,28
321822,28
321823,42
321826,28
321827,28
321829,28
321832,41
321834,39
321842,13
321843,13
321846,12
321847,12
321849,12
321851,84
321854,36
321856,12
321858,12
321859,12
321864,60
321866,12
321867,24
321872,12
321873,12
321875,48
321878,12
321879,12
321883,12
321885,36
321887,12
321890,12
321891,12
321892,12
321893,12
321894,24
321896,13
321901,13
321902,39
321908,26
321909,52
321910,13
321911,36
321913,24
321921,12
321924,12
321929,12
321932,72
321933,12
321936,12
321937,60
321940,12
321947,12
321948,12
321951,12
321955,12
321956,12
321960,12
321961,23
321966,11
321967,11
321979,11
321980,55
321983,11
321985,11
321993,11
321994,11
321999,11
322001,11
322002,11
322003,22
322007,11
322009,11
322018,11
322021,11
322024,11
322025,22
322029,33
322030,33
322043,110
322049,33
322050,22
322053,22
322056,11
322061,33
322065,22
322076,1
322077,2
322083,3
322084,3
322089,11
322092,11
322094,11
322095,11
322097,11
322099,11
322100,11
322101,11
322104,11
322105,11
322107,1
322108,1
322109,1
322112,2
322113,4
322120,11
322124,66
322127,11
322130,1
322131,2
322132,11
322133,11
322136,2
322139,1
322141,3
322143,11
322148,1
322153,44
322162,22
322164,22
322166,22
322167,10
322169,20
322185,20
322189,1
322193,1
322194,1
322197,1
322201,10
322202,30
322204,1
322207,10
322208,10
322209,20
322211,10
322213,20
322214,30
322216,10
322219,20
322220,10
322221,10
322225,1
322226,1
322228,1
322233,20
322234,1
322238,10
322240,10
322241,10
322243,10
322244,10
322246,10
322250,10
322252,10
322256,10
322266,2
322268,20
322269,40
322273,10
322275,20
322276,10
322277,20
322282,1
322283,2
322298,1
322299,10
322304,1
322305,1
322306,1
322307,1
322311,30
322312,10
322317,11
322318,11
322322,57
322323,19
322324,19
322325,11
322326,11
322329,19
322330,19
322333,22
322336,19
322337,19
322338,19
322339,19
322340,19
322341,114
322344,11
322350,11
322352,11
322353,11
322358,19
322359,19
322361,38
322362,19
322363,19
322364,19
322365,19
322368,19
322374,38
322375,19
322377,19
322378,22
322379,33
322382,11
322384,11
322386,22
322393,22
322410,2
322415,1
322420,1
322432,2
322434,3
322438,2
322443,1
322445,1
322447,2
322448,1
322449,1
322450,1
322475,3
322479,3
322487,12
322488,24
322492,12
322494,12
322496,24
322499,12
322505,24
322506,12
322509,19
322514,19
322516,19
322517,2
322518,1
322521,19
322522,19
322524,19
322525,19
322529,19
322530,12
322531,12
322532,12
322533,12
322534,12
322535,11
322536,11
322539,22
322546,33
322547,22
322549,11
322559,22
322561,22
322562,43
322564,30
322568,30
322575,20
322580,4
322591,1
322592,1
322614,1
322618,1
322623,3
322626,2
322628,1
322629,2
322631,2
322635,1
322637,1
322641,10
322642,10
322643,10
322644,10
322645,10
322648,10
322651,10
322655,10
322656,10
322657,10
322661,10
322668,10
322672,10
322674,50
322675,9
322676,9
322677,9
322678,9
322679,9
322684,10
322685,50
322689,70
322691,40
322694,10
322695,10
322696,30
322704,10
322705,10
322706,20
322707,10
322709,10
322726,10
322732,10
322733,10
322742,10
322743,10
322748,10
322754,10
322755,10
322756,20
322761,10
322762,10
322764,20
322765,10
322771,47
322772,9
322773,18
322776,9
322778,9
322786,9
322788,9
322793,9
322812,36
322814,18
322817,9
322818,9
322820,27
322830,9
322832,18
322840,9
322842,9
322843,9
322844,9
322848,9
322849,9
322850,18
322851,9
322852,9
322853,9
322854,18
322856,9
322857,9
322858,9
322860,24
322862,8
322863,8
322866,9
322875,27
322876,9
322879,27
322881,9
322883,9
322888,9
322891,9
322896,18
322897,9
322902,18
322903,18
322908,18
322909,18
322914,45
322915,9
322916,54
322924,9
322934,18
322938,18
322940,72
322947,27
322948,0
322950,9
322951,8
322953,16
322957,0
322959,0
322967,0
322968,0
322969,8
322976,0
322977,0
322979,0
322983,32
322984,8
322988,8
322990,8
322991,32
322992,8
322993,16
322994,0
322995,0
322997,8
322998,8
322999,8
323002,0
323008,0
323009,0
323018,8
323019,16
323020,0
323024,8
323025,8
323026,8
323027,8
323028,8
323030,16
323031,24
323032,0
323033,8
323036,8
323039,0
323040,0
323042,0
323044,0
323048,8
323049,8
323051,0
323074,16
323081,16
323089,8
323090,0
323093,8
323094,8
323098,8
323099,0
323100,8
323102,0
323110,16
323121,0
323122,0
323123,0
323126,16
323127,8
323133,8
323135,8
323136,8
323137,0
323145,0
323146,0
323147,0
323149,8
323150,8
323155,0
323156,8
323157,8
323164,8
323168,16
323173,0
323174,16
323190,0
323197,24
323206,8
323211,24
323219,0
323229,31
323230,14
323232,22
323233,11
323234,11
323240,11
323243,44
323247,11
323249,11
323253,11
323256,11
323258,11
323262,43
323272,20
323277,10
323279,10
323285,10
323286,10
323287,10
323288,10
323289,30
323293,10
323296,20
323297,30
323308,40
323309,10
323310,20
323322,20
323327,10
323329,10
323330,10
323331,10
323340,10
323343,10
323346,100
323349,10
323350,10
323368,20
323371,10
323373,10
323378,30
323380,10
323384,20
323395,10
323396,30
323397,20
323413,30
323414,10
323417,10
323418,10
323419,9
323421,9
323422,9
323428,9
323431,9
323432,9
323438,9
