maz,taz,maz_original,taz_original,PUMA5CE00,COUNTYFP,mtc_county_id,county_name
19363,2680,314565,300649,2410,1,4,Alameda
19364,2406,314566,300360,2410,1,4,Alameda
19365,2479,314569,300435,2410,1,4,Alameda
19366,2406,314570,300360,2410,1,4,Alameda
19367,2717,314574,300686,2410,1,4,Alameda
19368,2231,314576,300181,2410,1,4,Alameda
19369,2529,314577,300487,2410,1,4,Alameda
19370,2716,314580,300685,2410,1,4,Alameda
19371,2554,314581,300516,2410,1,4,Alameda
19372,2348,314585,300302,2410,1,4,Alameda
19373,2617,314587,300583,2410,1,4,Alameda
19374,2508,314588,300464,2410,1,4,Alameda
19375,2480,314593,300436,2410,1,4,Alameda
19376,2148,314602,300096,2402,1,4,Alameda
19377,2148,314603,300096,2402,1,4,Alameda
19378,2797,314606,300768,2403,1,4,Alameda
19379,3023,314610,301005,2403,1,4,Alameda
19380,3022,314611,301004,2402,1,4,Alameda
19381,2819,314614,300790,2402,1,4,Alameda
19382,2171,314617,300120,2403,1,4,Alameda
19383,3104,314618,301089,2403,1,4,Alameda
19384,2828,314622,300799,2403,1,4,Alameda
19385,2828,314623,300799,2403,1,4,Alameda
19386,2866,314624,300839,2403,1,4,Alameda
19387,2510,314631,300466,2402,1,4,Alameda
19388,2823,314634,300794,2403,1,4,Alameda
19389,2101,314635,300048,2402,1,4,Alameda
19390,2330,314636,300282,2402,1,4,Alameda
19391,2198,314639,300147,2402,1,4,Alameda
19392,2722,314641,300691,2402,1,4,Alameda
19393,2962,314642,300939,2402,1,4,Alameda
19394,2744,314644,300715,2402,1,4,Alameda
19395,2077,314646,300023,2402,1,4,Alameda
19396,2399,314648,300353,2403,1,4,Alameda
19397,2331,314650,300283,2405,1,4,Alameda
19398,2512,314651,300468,2405,1,4,Alameda
19399,2686,314655,300655,2401,1,4,Alameda
19400,2664,314656,300632,2401,1,4,Alameda
19401,2700,314657,300669,2401,1,4,Alameda
19402,2700,314658,300669,2401,1,4,Alameda
19403,2490,314659,300446,2401,1,4,Alameda
19404,2750,314660,300721,2401,1,4,Alameda
19405,2056,314661,300002,2401,1,4,Alameda
19406,2750,314662,300721,2401,1,4,Alameda
19407,2056,314663,300002,2401,1,4,Alameda
19408,2062,314666,300008,2401,1,4,Alameda
19409,2664,314667,300632,2401,1,4,Alameda
19410,3062,314669,301044,2401,1,4,Alameda
19411,2173,314672,300122,2401,1,4,Alameda
19412,2229,314673,300179,2408,1,4,Alameda
19413,2677,314675,300646,2408,1,4,Alameda
19414,2805,314677,300776,2409,1,4,Alameda
19415,2409,314678,300363,2408,1,4,Alameda
19416,2443,314682,300397,2409,1,4,Alameda
19417,2615,314684,300581,2409,1,4,Alameda
19418,2626,314690,300593,2409,1,4,Alameda
19419,2499,314691,300455,2409,1,4,Alameda
19420,2074,314693,300020,2408,1,4,Alameda
19421,2620,314694,300587,2408,1,4,Alameda
19422,3012,314697,300992,2408,1,4,Alameda
19423,2611,314701,300577,2406,1,4,Alameda
19424,2492,314702,300448,2406,1,4,Alameda
19425,2986,314704,300964,2406,1,4,Alameda
19426,2689,314705,300658,2405,1,4,Alameda
19427,2312,314707,300263,2406,1,4,Alameda
19428,2313,314708,300264,2406,1,4,Alameda
19429,2916,314709,300892,2406,1,4,Alameda
19430,2915,314710,300891,2406,1,4,Alameda
19431,2899,314712,300875,2406,1,4,Alameda
19432,2267,314714,300217,2407,1,4,Alameda
19433,2428,314717,300382,2407,1,4,Alameda
19434,2428,314719,300382,2407,1,4,Alameda
19435,2999,314723,300979,2405,1,4,Alameda
19436,2130,314725,300077,2405,1,4,Alameda
19437,2466,314726,300422,2406,1,4,Alameda
19438,2270,314727,300220,2407,1,4,Alameda
19439,2927,314728,300903,2406,1,4,Alameda
19440,2932,314731,300908,2406,1,4,Alameda
19441,2906,314735,300882,2406,1,4,Alameda
19442,2836,314736,300807,2410,1,4,Alameda
19443,2716,314737,300685,2410,1,4,Alameda
19444,3127,314740,301112,2410,1,4,Alameda
19445,2839,314741,300810,2410,1,4,Alameda
19446,2712,314742,300681,2410,1,4,Alameda
19447,2446,314745,300400,2410,1,4,Alameda
19448,2090,314746,300036,2410,1,4,Alameda
19449,2518,314747,300474,2410,1,4,Alameda
19450,2988,314748,300967,2410,1,4,Alameda
19451,2988,314749,300967,2410,1,4,Alameda
19452,2446,314750,300400,2410,1,4,Alameda
19453,2474,314751,300430,2410,1,4,Alameda
19454,2474,314753,300430,2410,1,4,Alameda
19455,2474,314756,300430,2410,1,4,Alameda
19456,2720,314757,300689,2410,1,4,Alameda
19457,2468,314762,300424,2410,1,4,Alameda
19458,2137,314765,300084,2410,1,4,Alameda
19459,2760,314766,300731,2410,1,4,Alameda
19460,2617,314768,300583,2410,1,4,Alameda
19461,2339,314781,300292,2403,1,4,Alameda
19462,2330,314785,300282,2402,1,4,Alameda
19463,2744,314786,300715,2402,1,4,Alameda
19464,2834,314788,300805,2403,1,4,Alameda
19465,2243,314790,300193,2404,1,4,Alameda
19466,2184,314793,300133,2404,1,4,Alameda
19467,2744,314794,300715,2402,1,4,Alameda
19468,2077,314797,300023,2402,1,4,Alameda
19469,2179,314799,300128,2402,1,4,Alameda
19470,2604,314800,300570,2401,1,4,Alameda
19471,2062,314801,300008,2401,1,4,Alameda
19472,2960,314806,300937,2401,1,4,Alameda
19473,2096,314807,300042,2401,1,4,Alameda
19474,2901,314808,300877,2401,1,4,Alameda
19475,2794,314810,300765,2401,1,4,Alameda
19476,2726,314811,300697,2401,1,4,Alameda
19477,2388,314813,300342,2401,1,4,Alameda
19478,2061,314815,300007,2401,1,4,Alameda
19479,2644,314816,300612,2401,1,4,Alameda
19480,2726,314817,300697,2401,1,4,Alameda
19481,2664,314818,300632,2401,1,4,Alameda
19482,3065,314823,301047,2401,1,4,Alameda
19483,3065,314824,301047,2401,1,4,Alameda
19484,2640,314826,300607,2401,1,4,Alameda
19485,2096,314827,300042,2401,1,4,Alameda
19486,2685,314829,300654,2401,1,4,Alameda
19487,2397,314830,300351,2401,1,4,Alameda
19488,2665,314833,300633,2409,1,4,Alameda
19489,2909,314836,300885,2408,1,4,Alameda
19490,3133,314837,301118,2408,1,4,Alameda
19491,2544,314838,300504,2409,1,4,Alameda
19492,2432,314839,300386,2408,1,4,Alameda
19493,2306,314843,300257,2408,1,4,Alameda
19494,2671,314845,300640,2408,1,4,Alameda
19495,2675,314846,300644,2408,1,4,Alameda
19496,2751,314851,300722,2409,1,4,Alameda
19497,3142,314852,301127,2408,1,4,Alameda
19498,2674,314855,300643,2408,1,4,Alameda
19499,2754,314856,300725,2409,1,4,Alameda
19500,2677,314857,300646,2408,1,4,Alameda
19501,2229,314858,300179,2408,1,4,Alameda
19502,2677,314859,300646,2408,1,4,Alameda
19503,2673,314864,300642,2408,1,4,Alameda
19504,2804,314869,300775,2409,1,4,Alameda
19505,2635,314870,300602,2409,1,4,Alameda
19506,3044,314873,301026,2409,1,4,Alameda
19507,2359,314874,300313,2409,1,4,Alameda
19508,2460,314877,300414,2409,1,4,Alameda
19509,2341,314879,300295,2409,1,4,Alameda
19510,2083,314881,300029,2409,1,4,Alameda
19511,2808,314886,300779,2409,1,4,Alameda
19512,2460,314887,300414,2409,1,4,Alameda
19513,2583,314888,300549,2409,1,4,Alameda
19514,2538,314890,300497,2408,1,4,Alameda
19515,2186,314891,300135,2409,1,4,Alameda
19516,2343,314892,300297,2409,1,4,Alameda
19517,2419,314893,300373,2408,1,4,Alameda
19518,2407,314903,300361,2408,1,4,Alameda
19519,2230,314907,300180,2408,1,4,Alameda
19520,3049,314910,301031,2402,1,4,Alameda
19521,2141,314912,300088,2403,1,4,Alameda
19522,2426,314913,300380,2403,1,4,Alameda
19523,2178,314915,300127,2402,1,4,Alameda
19524,3058,314916,301040,2404,1,4,Alameda
19525,2846,314917,300819,2404,1,4,Alameda
19526,2207,314919,300157,2402,1,4,Alameda
19527,2143,314921,300090,2402,1,4,Alameda
19528,2190,314922,300139,2404,1,4,Alameda
19529,2298,314924,300249,2403,1,4,Alameda
19530,2334,314926,300287,2402,1,4,Alameda
19531,3058,314927,301040,2404,1,4,Alameda
19532,2273,314928,300223,2404,1,4,Alameda
19533,2608,314930,300574,2403,1,4,Alameda
19534,2656,314931,300624,2402,1,4,Alameda
19535,2833,314942,300804,2405,1,4,Alameda
19536,2331,314943,300283,2405,1,4,Alameda
19537,2180,314946,300129,2405,1,4,Alameda
19538,2113,314947,300060,2405,1,4,Alameda
19539,2833,314949,300804,2405,1,4,Alameda
19540,2331,314950,300283,2405,1,4,Alameda
19541,2159,314954,300107,2405,1,4,Alameda
19542,2499,314959,300455,2409,1,4,Alameda
19543,2383,314960,300337,2409,1,4,Alameda
19544,2459,314961,300413,2409,1,4,Alameda
19545,2639,314963,300606,2408,1,4,Alameda
19546,2306,314964,300257,2408,1,4,Alameda
19547,2944,314965,300921,2408,1,4,Alameda
19548,2444,314966,300398,2408,1,4,Alameda
19549,2344,314967,300298,2408,1,4,Alameda
19550,2673,314968,300642,2408,1,4,Alameda
19551,2758,314970,300729,2408,1,4,Alameda
19552,2757,314971,300728,2408,1,4,Alameda
19553,2444,314973,300398,2408,1,4,Alameda
19554,3007,314986,300987,2409,1,4,Alameda
19555,2444,314988,300398,2408,1,4,Alameda
19556,2235,314989,300185,2408,1,4,Alameda
19557,2460,314998,300414,2409,1,4,Alameda
19558,2412,314999,300366,2408,1,4,Alameda
19559,2706,315001,300675,2408,1,4,Alameda
19560,2083,315003,300029,2409,1,4,Alameda
19561,2267,315006,300217,2407,1,4,Alameda
19562,2267,315008,300217,2407,1,4,Alameda
19563,2394,315009,300348,2405,1,4,Alameda
19564,3000,315012,300980,2405,1,4,Alameda
19565,3000,315013,300980,2405,1,4,Alameda
19566,2365,315016,300319,2407,1,4,Alameda
19567,2888,315017,300861,2406,1,4,Alameda
19568,2355,315018,300309,2406,1,4,Alameda
19569,2922,315022,300898,2407,1,4,Alameda
19570,2970,315023,300948,2405,1,4,Alameda
19571,2248,315025,300198,2405,1,4,Alameda
19572,2953,315026,300930,2405,1,4,Alameda
19573,2575,315027,300541,2405,1,4,Alameda
19574,2261,315035,300211,2406,1,4,Alameda
19575,2849,315038,300822,2406,1,4,Alameda
19576,2251,315039,300201,2405,1,4,Alameda
19577,2257,315040,300207,2406,1,4,Alameda
19578,2497,315041,300453,2407,1,4,Alameda
19579,2257,315043,300207,2406,1,4,Alameda
19580,2988,315049,300967,2410,1,4,Alameda
19581,2518,315050,300474,2410,1,4,Alameda
19582,2472,315054,300428,2410,1,4,Alameda
19583,2446,315057,300400,2410,1,4,Alameda
19584,2718,315060,300687,2410,1,4,Alameda
19585,2889,315061,300862,2410,1,4,Alameda
19586,2438,315069,300392,2410,1,4,Alameda
19587,2678,315071,300647,2410,1,4,Alameda
19588,2405,315072,300359,2410,1,4,Alameda
19589,2765,315074,300736,2410,1,4,Alameda
19590,2164,315075,300112,2402,1,4,Alameda
19591,2489,315077,300445,2403,1,4,Alameda
19592,2981,315078,300959,2403,1,4,Alameda
19593,2433,315079,300387,2404,1,4,Alameda
19594,2128,315082,300075,2404,1,4,Alameda
19595,2941,315085,300918,2404,1,4,Alameda
19596,2102,315088,300049,2402,1,4,Alameda
19597,2991,315089,300970,2403,1,4,Alameda
19598,2991,315090,300970,2403,1,4,Alameda
19599,2796,315091,300767,2403,1,4,Alameda
19600,2796,315092,300767,2403,1,4,Alameda
19601,2278,315093,300228,2404,1,4,Alameda
19602,2278,315094,300228,2404,1,4,Alameda
19603,2247,315097,300197,2405,1,4,Alameda
19604,2247,315098,300197,2405,1,4,Alameda
19605,2424,315099,300378,2402,1,4,Alameda
19606,2277,315100,300227,2403,1,4,Alameda
19607,2346,315101,300300,2404,1,4,Alameda
19608,3049,315102,301031,2402,1,4,Alameda
19609,3057,315103,301039,2404,1,4,Alameda
19610,2220,315106,300170,2403,1,4,Alameda
19611,2346,315108,300300,2404,1,4,Alameda
19612,3050,315110,301032,2404,1,4,Alameda
19613,2820,315111,300791,2402,1,4,Alameda
19614,2596,315112,300562,2405,1,4,Alameda
19615,2220,315116,300170,2403,1,4,Alameda
19616,2227,315119,300177,2403,1,4,Alameda
19617,2688,315120,300657,2402,1,4,Alameda
19618,3099,315121,301084,2402,1,4,Alameda
19619,2700,315122,300669,2401,1,4,Alameda
19620,2700,315124,300669,2401,1,4,Alameda
19621,2685,315128,300654,2401,1,4,Alameda
19622,2685,315129,300654,2401,1,4,Alameda
19623,2700,315131,300669,2401,1,4,Alameda
19624,2685,315132,300654,2401,1,4,Alameda
19625,2681,315133,300650,2401,1,4,Alameda
19626,2683,315135,300652,2401,1,4,Alameda
19627,2219,315136,300169,2401,1,4,Alameda
19628,2459,315138,300413,2409,1,4,Alameda
19629,2634,315140,300601,2409,1,4,Alameda
19630,2585,315143,300551,2409,1,4,Alameda
19631,2593,315144,300559,2409,1,4,Alameda
19632,2754,315148,300725,2409,1,4,Alameda
19633,2754,315149,300725,2409,1,4,Alameda
19634,2753,315150,300724,2409,1,4,Alameda
19635,2807,315152,300778,2409,1,4,Alameda
19636,2564,315155,300528,2408,1,4,Alameda
19637,2501,315164,300457,2409,1,4,Alameda
19638,3043,315168,301025,2409,1,4,Alameda
19639,2758,315174,300729,2408,1,4,Alameda
19640,2864,315175,300837,2406,1,4,Alameda
19641,2915,315177,300891,2406,1,4,Alameda
19642,2915,315178,300891,2406,1,4,Alameda
19643,2252,315180,300202,2406,1,4,Alameda
19644,2899,315181,300875,2406,1,4,Alameda
19645,2374,315183,300328,2406,1,4,Alameda
19646,2418,315184,300372,2406,1,4,Alameda
19647,2252,315185,300202,2406,1,4,Alameda
19648,2899,315186,300875,2406,1,4,Alameda
19649,2661,315191,300629,2407,1,4,Alameda
19650,2536,315192,300495,2407,1,4,Alameda
19651,2318,315197,300269,2407,1,4,Alameda
19652,2948,315199,300925,2406,1,4,Alameda
19653,2952,315202,300929,2407,1,4,Alameda
19654,2908,315203,300884,2407,1,4,Alameda
19655,2231,315205,300181,2410,1,4,Alameda
19656,2839,315207,300810,2410,1,4,Alameda
19657,2549,315208,300509,2410,1,4,Alameda
19658,2839,315209,300810,2410,1,4,Alameda
19659,2836,315210,300807,2410,1,4,Alameda
19660,3124,315211,301109,2410,1,4,Alameda
19661,2309,315212,300260,2410,1,4,Alameda
19662,2836,315213,300807,2410,1,4,Alameda
19663,2678,315214,300647,2410,1,4,Alameda
19664,2720,315223,300689,2410,1,4,Alameda
19665,2814,315225,300785,2410,1,4,Alameda
19666,2474,315226,300430,2410,1,4,Alameda
19667,2571,315228,300537,2410,1,4,Alameda
19668,2404,315233,300358,2410,1,4,Alameda
19669,2529,315239,300487,2410,1,4,Alameda
19670,2273,315244,300223,2404,1,4,Alameda
19671,2274,315245,300224,2404,1,4,Alameda
19672,2847,315249,300820,2404,1,4,Alameda
19673,2187,315250,300136,2404,1,4,Alameda
19674,2241,315251,300191,2404,1,4,Alameda
19675,2688,315255,300657,2402,1,4,Alameda
19676,2207,315258,300157,2402,1,4,Alameda
19677,2207,315259,300157,2402,1,4,Alameda
19678,2206,315260,300156,2402,1,4,Alameda
19679,2197,315261,300146,2402,1,4,Alameda
19680,2298,315262,300249,2403,1,4,Alameda
19681,2358,315263,300312,2403,1,4,Alameda
19682,2358,315265,300312,2403,1,4,Alameda
19683,2358,315266,300312,2403,1,4,Alameda
19684,2302,315267,300253,2404,1,4,Alameda
19685,2071,315269,300017,2404,1,4,Alameda
19686,2124,315270,300071,2404,1,4,Alameda
19687,2351,315272,300305,2404,1,4,Alameda
19688,2351,315273,300305,2404,1,4,Alameda
19689,2128,315274,300075,2404,1,4,Alameda
19690,2304,315275,300255,2404,1,4,Alameda
19691,2124,315277,300071,2404,1,4,Alameda
19692,2124,315278,300071,2404,1,4,Alameda
19693,2126,315279,300073,2404,1,4,Alameda
19694,2302,315280,300253,2404,1,4,Alameda
19695,2485,315284,300441,2402,1,4,Alameda
19696,2179,315285,300128,2402,1,4,Alameda
19697,3057,315287,301039,2404,1,4,Alameda
19698,2141,315288,300088,2403,1,4,Alameda
19699,2076,315290,300022,2402,1,4,Alameda
19700,2079,315291,300025,2402,1,4,Alameda
19701,3076,315292,301059,2402,1,4,Alameda
19702,2247,315293,300197,2405,1,4,Alameda
19703,2114,315295,300061,2402,1,4,Alameda
19704,3036,315296,301018,2402,1,4,Alameda
19705,2399,315297,300353,2403,1,4,Alameda
19706,2868,315298,300841,2404,1,4,Alameda
19707,2558,315302,300520,2405,1,4,Alameda
19708,2256,315303,300206,2405,1,4,Alameda
19709,2512,315306,300468,2405,1,4,Alameda
19710,2843,315311,300815,2405,1,4,Alameda
19711,2681,315313,300650,2401,1,4,Alameda
19712,2700,315314,300669,2401,1,4,Alameda
19713,2685,315318,300654,2401,1,4,Alameda
19714,2062,315320,300008,2401,1,4,Alameda
19715,2062,315321,300008,2401,1,4,Alameda
19716,2097,315322,300043,2401,1,4,Alameda
19717,2105,315323,300052,2401,1,4,Alameda
19718,2961,315324,300938,2401,1,4,Alameda
19719,2097,315325,300043,2401,1,4,Alameda
19720,3082,315327,301065,2401,1,4,Alameda
19721,2640,315330,300607,2401,1,4,Alameda
19722,2676,315335,300645,2408,1,4,Alameda
19723,2784,315337,300755,2408,1,4,Alameda
19724,2904,315341,300880,2408,1,4,Alameda
19725,2623,315342,300590,2408,1,4,Alameda
19726,2917,315343,300893,2408,1,4,Alameda
19727,2694,315344,300663,2409,1,4,Alameda
19728,3007,315346,300987,2409,1,4,Alameda
19729,2429,315351,300383,2409,1,4,Alameda
19730,2410,315354,300364,2408,1,4,Alameda
19731,2306,315356,300257,2408,1,4,Alameda
19732,2758,315357,300729,2408,1,4,Alameda
19733,2871,315358,300844,2409,1,4,Alameda
19734,2230,315359,300180,2408,1,4,Alameda
19735,2629,315362,300596,2409,1,4,Alameda
19736,2958,315365,300935,2405,1,4,Alameda
19737,2958,315366,300935,2405,1,4,Alameda
19738,2689,315367,300658,2405,1,4,Alameda
19739,2999,315368,300979,2405,1,4,Alameda
19740,2958,315370,300935,2405,1,4,Alameda
19741,2550,315379,300510,2407,1,4,Alameda
19742,2357,315383,300311,2406,1,4,Alameda
19743,2191,315385,300140,2405,1,4,Alameda
19744,2395,315388,300349,2405,1,4,Alameda
19745,2839,315393,300810,2410,1,4,Alameda
19746,2309,315395,300260,2410,1,4,Alameda
19747,2522,315400,300478,2410,1,4,Alameda
19748,2764,315401,300735,2410,1,4,Alameda
19749,2427,315402,300381,2410,1,4,Alameda
19750,2549,315404,300509,2410,1,4,Alameda
19751,2507,315405,300463,2410,1,4,Alameda
19752,2718,315410,300687,2410,1,4,Alameda
19753,2669,315412,300638,2410,1,4,Alameda
19754,2506,315414,300462,2410,1,4,Alameda
19755,2478,315416,300434,2410,1,4,Alameda
19756,3045,315419,301027,2410,1,4,Alameda
19757,2759,315420,300730,2410,1,4,Alameda
19758,2814,315424,300785,2410,1,4,Alameda
19759,2719,315429,300688,2410,1,4,Alameda
19760,2473,315430,300429,2410,1,4,Alameda
19761,2153,315432,300101,2402,1,4,Alameda
19762,2510,315434,300466,2402,1,4,Alameda
19763,2175,315436,300124,2403,1,4,Alameda
19764,2147,315437,300095,2403,1,4,Alameda
19765,2070,315438,300016,2402,1,4,Alameda
19766,2220,315444,300170,2403,1,4,Alameda
19767,2070,315446,300016,2402,1,4,Alameda
19768,2163,315447,300111,2402,1,4,Alameda
19769,3040,315448,301022,2409,1,4,Alameda
19770,2429,315449,300383,2409,1,4,Alameda
19771,2442,315450,300396,2409,1,4,Alameda
19772,2928,315455,300904,2408,1,4,Alameda
19773,2919,315457,300895,2408,1,4,Alameda
19774,2306,315467,300257,2408,1,4,Alameda
19775,2758,315468,300729,2408,1,4,Alameda
19776,2752,315472,300723,2409,1,4,Alameda
19777,2500,315479,300456,2409,1,4,Alameda
19778,2470,315485,300426,2409,1,4,Alameda
19779,3038,315488,301020,2408,1,4,Alameda
19780,2429,315493,300383,2409,1,4,Alameda
19781,2564,315494,300528,2408,1,4,Alameda
19782,2624,315495,300591,2409,1,4,Alameda
19783,2444,315497,300398,2408,1,4,Alameda
19784,2453,315501,300407,2408,1,4,Alameda
19785,3074,315505,301057,2408,1,4,Alameda
19786,3135,315507,301120,2409,1,4,Alameda
19787,2500,315508,300456,2409,1,4,Alameda
19788,2628,315514,300595,2409,1,4,Alameda
19789,2826,315518,300797,2404,1,4,Alameda
19790,2066,315520,300012,2404,1,4,Alameda
19791,2702,315521,300671,2404,1,4,Alameda
19792,2994,315522,300974,2404,1,4,Alameda
19793,2994,315523,300974,2404,1,4,Alameda
19794,2098,315524,300044,2402,1,4,Alameda
19795,2788,315526,300759,2403,1,4,Alameda
19796,2788,315527,300759,2403,1,4,Alameda
19797,2736,315528,300707,2403,1,4,Alameda
19798,2739,315530,300710,2403,1,4,Alameda
19799,2790,315531,300761,2403,1,4,Alameda
19800,2211,315532,300161,2404,1,4,Alameda
19801,2212,315533,300162,2404,1,4,Alameda
19802,2211,315534,300161,2404,1,4,Alameda
19803,3052,315535,301034,2404,1,4,Alameda
19804,2863,315537,300836,2403,1,4,Alameda
19805,2866,315538,300839,2403,1,4,Alameda
19806,2895,315539,300868,2404,1,4,Alameda
19807,2246,315540,300196,2404,1,4,Alameda
19808,2783,315541,300754,2404,1,4,Alameda
19809,2868,315543,300841,2404,1,4,Alameda
19810,2169,315548,300118,2402,1,4,Alameda
19811,2423,315551,300377,2403,1,4,Alameda
19812,2171,315557,300120,2403,1,4,Alameda
19813,3105,315559,301090,2403,1,4,Alameda
19814,2965,315561,300943,2403,1,4,Alameda
19815,2608,315562,300574,2403,1,4,Alameda
19816,2608,315563,300574,2403,1,4,Alameda
19817,2527,315564,300484,2403,1,4,Alameda
19818,2154,315565,300102,2402,1,4,Alameda
19819,2385,315566,300339,2402,1,4,Alameda
19820,2201,315568,300150,2402,1,4,Alameda
19821,2608,315570,300574,2403,1,4,Alameda
19822,2489,315572,300445,2403,1,4,Alameda
19823,2330,315574,300282,2402,1,4,Alameda
19824,2290,315576,300241,2402,1,4,Alameda
19825,2177,315577,300126,2402,1,4,Alameda
19826,2216,315578,300166,2402,1,4,Alameda
19827,2175,315581,300124,2403,1,4,Alameda
19828,2145,315588,300093,2402,1,4,Alameda
19829,2335,315589,300288,2402,1,4,Alameda
19830,2217,315590,300167,2402,1,4,Alameda
19831,2072,315591,300018,2402,1,4,Alameda
19832,2072,315592,300018,2402,1,4,Alameda
19833,2776,315594,300747,2403,1,4,Alameda
19834,2767,315595,300738,2402,1,4,Alameda
19835,2768,315596,300739,2402,1,4,Alameda
19836,2153,315599,300101,2402,1,4,Alameda
19837,3056,315600,301038,2404,1,4,Alameda
19838,2389,315601,300343,2404,1,4,Alameda
19839,2288,315603,300239,2402,1,4,Alameda
19840,2823,315604,300794,2403,1,4,Alameda
19841,2102,315605,300049,2402,1,4,Alameda
19842,2300,315611,300251,2404,1,4,Alameda
19843,2527,315616,300484,2403,1,4,Alameda
19844,2391,315622,300345,2404,1,4,Alameda
19845,2841,315623,300813,2404,1,4,Alameda
19846,2603,315624,300569,2403,1,4,Alameda
19847,2125,315627,300072,2404,1,4,Alameda
19848,2199,315630,300148,2404,1,4,Alameda
19849,2273,315632,300223,2404,1,4,Alameda
19850,2846,315633,300819,2404,1,4,Alameda
19851,2158,315639,300106,2405,1,4,Alameda
19852,2597,315643,300563,2405,1,4,Alameda
19853,2115,315646,300062,2405,1,4,Alameda
19854,2561,315647,300523,2405,1,4,Alameda
19855,2331,315649,300283,2405,1,4,Alameda
19856,2561,315650,300523,2405,1,4,Alameda
19857,2465,315652,300421,2405,1,4,Alameda
19858,2597,315653,300563,2405,1,4,Alameda
19859,2555,315654,300517,2405,1,4,Alameda
19860,2675,315662,300644,2408,1,4,Alameda
19861,3004,315663,300984,2409,1,4,Alameda
19862,3039,315664,301021,2409,1,4,Alameda
19863,2230,315667,300180,2408,1,4,Alameda
19864,2431,315670,300385,2409,1,4,Alameda
19865,2230,315671,300180,2408,1,4,Alameda
19866,2856,315672,300829,2408,1,4,Alameda
19867,3039,315673,301021,2409,1,4,Alameda
19868,2752,315676,300723,2409,1,4,Alameda
19869,3139,315678,301124,2409,1,4,Alameda
19870,2857,315680,300830,2409,1,4,Alameda
19871,2676,315682,300645,2408,1,4,Alameda
19872,2384,315684,300338,2409,1,4,Alameda
19873,3044,315685,301026,2409,1,4,Alameda
19874,2456,315687,300410,2409,1,4,Alameda
19875,2500,315691,300456,2409,1,4,Alameda
19876,2968,315693,300946,2405,1,4,Alameda
19877,2576,315694,300542,2405,1,4,Alameda
19878,2968,315695,300946,2405,1,4,Alameda
19879,2969,315697,300947,2405,1,4,Alameda
19880,2969,315698,300947,2405,1,4,Alameda
19881,2969,315699,300947,2405,1,4,Alameda
19882,2968,315701,300946,2405,1,4,Alameda
19883,2968,315702,300946,2405,1,4,Alameda
19884,2328,315705,300280,2405,1,4,Alameda
19885,2202,315706,300151,2405,1,4,Alameda
19886,2196,315708,300145,2405,1,4,Alameda
19887,2196,315709,300145,2405,1,4,Alameda
19888,2367,315710,300321,2405,1,4,Alameda
19889,2689,315711,300658,2405,1,4,Alameda
19890,2689,315712,300658,2405,1,4,Alameda
19891,2948,315715,300925,2406,1,4,Alameda
19892,2667,315720,300635,2407,1,4,Alameda
19893,2667,315721,300635,2407,1,4,Alameda
19894,2435,315725,300389,2407,1,4,Alameda
19895,2087,315728,300033,2406,1,4,Alameda
19896,2393,315733,300347,2406,1,4,Alameda
19897,3030,315737,301012,2406,1,4,Alameda
19898,2849,315739,300822,2406,1,4,Alameda
19899,2988,315744,300967,2410,1,4,Alameda
19900,2988,315746,300967,2410,1,4,Alameda
19901,2816,315748,300787,2410,1,4,Alameda
19902,2817,315749,300788,2410,1,4,Alameda
19903,2817,315750,300788,2410,1,4,Alameda
19904,2817,315751,300788,2410,1,4,Alameda
19905,2508,315752,300464,2410,1,4,Alameda
19906,2508,315753,300464,2410,1,4,Alameda
19907,2090,315755,300036,2410,1,4,Alameda
19908,2090,315756,300036,2410,1,4,Alameda
19909,2090,315757,300036,2410,1,4,Alameda
19910,2090,315759,300036,2410,1,4,Alameda
19911,2765,315760,300736,2410,1,4,Alameda
19912,2765,315763,300736,2410,1,4,Alameda
19913,2479,315770,300435,2410,1,4,Alameda
19914,2506,315772,300462,2410,1,4,Alameda
19915,2118,315780,300065,2403,1,4,Alameda
19916,2967,315785,300945,2403,1,4,Alameda
19917,2967,315788,300945,2403,1,4,Alameda
19918,2118,315789,300065,2403,1,4,Alameda
19919,2247,315792,300197,2405,1,4,Alameda
19920,2346,315793,300300,2404,1,4,Alameda
19921,2066,315794,300012,2404,1,4,Alameda
19922,2702,315795,300671,2404,1,4,Alameda
19923,2071,315798,300017,2404,1,4,Alameda
19924,2153,315799,300101,2402,1,4,Alameda
19925,2153,315800,300101,2402,1,4,Alameda
19926,2154,315802,300102,2402,1,4,Alameda
19927,2101,315803,300048,2402,1,4,Alameda
19928,2788,315804,300759,2403,1,4,Alameda
19929,2214,315806,300164,2404,1,4,Alameda
19930,2212,315807,300162,2404,1,4,Alameda
19931,2740,315808,300711,2403,1,4,Alameda
19932,2212,315809,300162,2404,1,4,Alameda
19933,2210,315812,300160,2404,1,4,Alameda
19934,2272,315813,300222,2404,1,4,Alameda
19935,2872,315816,300845,2402,1,4,Alameda
19936,2190,315824,300139,2404,1,4,Alameda
19937,2790,315829,300761,2403,1,4,Alameda
19938,2198,315830,300147,2402,1,4,Alameda
19939,3066,315832,301048,2402,1,4,Alameda
19940,2884,315834,300857,2404,1,4,Alameda
19941,2293,315837,300244,2401,1,4,Alameda
19942,3061,315838,301043,2401,1,4,Alameda
19943,2096,315840,300042,2401,1,4,Alameda
